,comp_name,job_location,job_summary,job_title,listed_job_salary,salary_estimated
2195,LT,"Los Angeles, CA",Our data team consists of three data analysts and three data scientists. Develop highly scalable real-time data....,Senior Data Engineer,"$100,000 - $180,000 a year",95000.0
2196,Nuna,"San Francisco, CA","Data processing, data warehousing, data visualization, data analytics, or enterprise web applications. Prior experience with healthcare data....",Senior Project Manager,,95000.0
2197,Opendoor,"San Francisco, CA",Experience collaborating with data scientists and engineers. Work with and inspire a world class data science team....,Product Manager - Pricing,,95000.0
2198,Teradata,"Santa Clara, CA","Collaborate with data scientists and practitioners to ensure product usability. The candidate will work with data scientists, analytic functions developers, and...",Senior Analytics Clients Software Developer,,95000.0
2199,Harnham,"San Francisco, CA","Manager, Applied Data Science & Machine Learning. Lead a team of Scientists and Engineers in their mission to build impactful, data-driven products....","Manager, Applied Data Science & Machine Learning","$250,000 a year",95000.0
2200,Terracon,"Tustin, CA","Ability to make recommendations for conceptual designs based on technical data. Experienced in evaluating, and synthesizing complex laboratory and field data,...",Senior Environmental Scientist-CAC,,95000.0
2201,Walmart eCommerce,"Sunnyvale, CA","The Retail Core Technology team of engineers, data scientists and product leaders are responsible for the analytics, tools and platforms to support our...",Software Engineer III,,95000.0
2202,J.D. Power,"Westlake Village, CA","Our scientists, Ph.D. Power into a modern digital and data analytics company, and as such, the marketing department will have a critical role in re-shaping our...",VP - Marketing,,95000.0
2203,Workbridge Associates,"Palo Alto, CA",This top research facility based out of Palo Alto needs a Senior Data Scientist to join their team of PHD's and Research Scientists....,Senior Data Scientist,"$130,000 - $195,000 a year",95000.0
2204,Metabyte,"Cupertino, CA 95014","Title – Data Scientist – Machine LearningLocation – Cupertino, CAPosition Type – Full Time This role is onsite at our client - is a leading provider of next...",Data Scientist - Machine learning,,95000.0
2205,Harnham,"Los Angeles, CA",Senior Data Scientist. YOUR ROLE AS SENIOR DATA SCIENTIST:. Data visualization of trends and patterns within large scale data sets....,Senior Data Scientist,"$150,000 a year",95000.0
2206,Spar Information Systems,"Costa Mesa, CA 92626","Word/paragraph embeddings, representation learning, text/sentiment classification, disambiguation• Experience with large scale data analysis tools• Experience...",Urgent Need of Data Scientist,,95000.0
2207,Baidu USA,"Sunnyvale, CA 94089","O high performance data processing pipeline,. Work with world-class talented group of software engineers and scientists on cutting edge autonomous driving...","Sr. Software Engineer, Heterogeneous Computing",,95000.0
2208,The Aerospace Corporation,"El Segundo, CA 90245",Data sharing forums; Our state-of-the-art laboratory facilities are staffed by some of the leading scientists in the world....,Parts / Components Engineering Project Lead,,95000.0
2209,PaxVax,"San Diego, CA","Generate analytical data and reports as well as CMC sections of INDs, NDAs and other regulatory filings. The Scientist/Senior Scientist candidate will assume an...","Scientist/Senior Scientist, Analytical Development",,95000.0
2210,Walmart eCommerce,"Sunnyvale, CA","Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and...","Senior Technical Program Manager, Vudu",,95000.0
2211,Amgen,"Thousand Oaks, CA 91320",Provide organizational leadership in supervising and developing a team of approximately 12-15 bioanalytical scientists....,"Director-Preclinical, Pharmacokinetics and Drug Metabolism",,95000.0
2212,LT,"Los Angeles, CA",Our data team consists of two data analysts and 3 data scientists. Developing next generation data intensive distributed....,Senior Backend Engineeer (Java),"$100,000 - $180,000 a year",95000.0
2213,Amgen,"Thousand Oaks, CA 91320",Be the primary Medical Sciences contact for scientists studying hematologic and solid tumor malignancies as well as for clinical research scientists overseeing...,"Global Development Leader, Clinical Development, Oncology",,95000.0
2214,"SearchTech Consulting, Inc","Redwood City, CA","Sr Scientist/ Research Engineer. Our mission is to use hard data and science to make quantum leap improvements in the performance of online ads, enhance user...",Sr Scientist/ Research Engineer,,95000.0
2215,Tinder,"Palo Alto, CA","We’re a cross-functional team of highly motivated engineers, data scientists, product managers, marketers, and designers....",Senior Backend Engineer - Growth,,95000.0
2216,AVALON,"Camarillo, CA","This includes planning and conducting experiments, recording and analysing data, and presenting results to internal and external audiences....",Research & Development Manager,,95000.0
2217,Walmart eCommerce,"San Bruno, CA 94066","Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and...",Senior Business Development Manager-Home,,95000.0
2218,Genentech,"South San Francisco, CA","The candidate must demonstrate proven ability to evaluate, interpret and present complex scientific data....","Clinical Scientist / Clinical Science Associate, Polatuzumab",,95000.0
2219,"Qubole, Inc.","Santa Clara, CA 95053",Host an office hours for analysts or data scientists. Work with data engineers and scientists to help them debug/tune PetaByte scale data problems using...,Customer Success Engineer,,95000.0
2220,SCIEX,"Redwood City, CA","Data searching, mining and visualization capabilities. Experience working autonomously on diverse parts of applications (UI, data model, etc.)....",Senior Software Developer,,95000.0
2221,HDR,"Folsom, CA 95630","We create an unshakable foundation for progress because our multidisciplinary teams also include scientists, economists, builders, analysts and artists....",Senior I&C Programmer/ Engineer,,95000.0
2222,Eastridge Workforce Solutions,"San Diego, CA","Machine learning, AI, Statistical Modeling, Data Mining in high dimensional data. Perform datamining on high-dimensional data....",Bioinformatics Scientist,,95000.0
2223,TeleSign,"Marina del Rey, CA","Big data, data science or data analytics experience preferred. Experience applying machine learning algorithms to solving real world problems by working closely...",Product Manager,,95000.0
2224,Human Longevity,"San Diego, CA","Experience with large data sets a plus. Is looking for a Software Engineer to perform the high quality transfer, management, and delivery of complex data (Big...",Sr. Software Engineer,,95000.0
2225,Harnham,"San Francisco, CA",You will work closely with a high performing team of data scientists and research scientists in moving the needle forward for the organization....,Senior Machine Learning Engineer,"$190,000 a year",95000.0
2226,Achaogen,"South San Francisco, CA 94080","With a focused strategy that leverages the passion and talent of our scientists, we have established specialized research and development capabilities in...","Senior Scientific Manager, Assay Development and Screening Core (ADSC)",,95000.0
2227,HDR,"Folsom, CA 95630","We create an unshakable foundation for progress because our multidisciplinary teams also include scientists, economists, builders, analysts and artists....",Senior I&C Programmer/ Engineer,,95000.0
2228,Beckman Coulter - Diagnostics,"Brea, CA",Scientists use our life science research instruments to study complex biological problems including causes of disease and potential new therapies or drugs....,VP Financial Planning and Analysis,,95000.0
2229,Sangamo Therapeutics,"Richmond, CA 94804","Your responsibilities will include partnering with scientists and research project teams to identify new targets, screen for lead therapeutic candidates,...","Associate Director, Discovery and Translational Research",,95000.0
2230,Amgen,"South San Francisco, CA 94080","Ability to critically evaluate, integrate and interpret nonclinical data sets to support clinical decision making....",Principal Scientist - Safety Biomarkers,,95000.0
2231,Cruise,"San Francisco, CA","Architect, design and tune our systems to keep ahead of our developers and scientists need for data. Interface with a scalable data pipeline to handle...",Sr. Storage Engineer - Infrastructure Operations,,95000.0
2232,Counsyl,"South San Francisco, CA 94080","New patient/clinic experiences, sample processing and robotics workflows, clinical data interfaces, etc) About you:....","Manager, Software Engineering - Medical Genomics",,95000.0
2233,Amgen,"South San Francisco, CA 94080","Associate Scientist will be an integral member of a dynamic research team, collaborating with research scientists at multiple Amgen sites, and working closely...",Senior Associate Scientist - Immuno- Oncology Research,,95000.0
2234,Clinovo,"San Francisco Bay Area, CA","CRFs, Data Management Plan, SAPs, etc.). Develop software systems to generate displays of clinical study data as tables, listings, and graphs for electronic...",SAS Statistical Manager,,95000.0
2235,Walmart eCommerce,"San Bruno, CA 94066","Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and...","Senior Manager, Software Engineering",,95000.0
2236,Amgen,"South San Francisco, CA 94080","Responsible for the scientific design and implementation of protocols and experimental plans of approved safety biomarker projects, and accountable for high...",Senior Associate Scientist - Safety Biomarkers,,95000.0
2237,Walmart eCommerce,"Sunnyvale, CA","Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and...",Group Product Manager,,95000.0
2238,The Aerospace Corporation,"El Segundo, CA 90245","Machine learning, data mining). Familiarity with modern data analytics (e.g. Our state-of-the-art laboratory facilities are staffed by some of the leading...",Software Systems Assurance Specialist,,95000.0
2239,Quora,"Mountain View, CA","Partner with other teams such as Data, Design and Product to collaborate on projects across the company. We are looking for an experienced Machine Learning...",Engineering Manager - Machine Learning,,95000.0
2240,Cymer,"San Diego, CA","Proficiency in use of data analysis tools such as Matlab and/or Python. Collect and analyze data, summarize results, and prepare presentation of results for...",Sr. Systems Performance Engineer,,95000.0
2241,Payette Group,"San Francisco, CA 94103 (South Of Market area)","Or equivalent with 3-4 years’ industry experience• Natural coder who has worked with several high performing teams - provided by Dice Machine Learning, ML, NLP,...",MACHINE LEARNING ALGORITHMS ENGINEER,,95000.0
2242,Allergan,"Irvine, CA 92612","Clinical Scientist (CS). Performing clinical data reviews. Ensuring the review of clinical data, including protocol deviations....","Sr Manager, Clinical Development",,95000.0
2243,The Aerospace Corporation,"El Segundo, CA 90245",Data sharing forums; Our state-of-the-art laboratory facilities are staffed by some of the leading scientists in the world....,Parts / Components Engineer,,95000.0
2244,Amgen,"South San Francisco, CA 94080","Perform meta-analysis using literature data. The Scientist will serve as a PK/PD modeler (ie, pharmacometrican) to support Amgen Development and Translational...","Scientist-Clinical Pharmacology, Modeling and Simulation",,95000.0
2245,Mustang Bio,"Los Angeles, CA","Build up and lead a group of scientists to perform analytical method development/optimization, qualification/validation under cGMP....",Head of Analytical Development CAR-T Cell Therapy,,95000.0
2246,eBay Inc.,"San Jose, CA","Analyze usage data, customer research, and marketing research to understand and drive new features & improvements *....",Sr. Product Manager - Selling Experience,,95000.0
2247,Radius,"San Francisco, CA","Define and execute the roadmap for Radius’ Business Graph by partnering with data scientists, data engineers, and other stakeholders....","Product Manager, Business Graph",,95000.0
2248,Propeller Health,"San Francisco, CA","Effective oral and written communication with medical professionals, scientists, peers, and senior management....",Director of Clinical Marketing,,95000.0
2249,The Climate Corporation,"San Francisco, CA","Our teams are composed of industry experts, top scientists, and talented engineers. At the intersection between Product, Design, and Leadership, this is a...",Software Engineering Manager (Web Experience),,95000.0
2250,Payette Group,"San Francisco, CA 94103 (South Of Market area)","Or equivalent with 3-4 years’ industry experience• Natural coder who has worked with several high performing teams - provided by Dice Machine Learning, ML, NLP,...",MACHINE LEARNING ALGORITHMS ENGINEER,,95000.0
2251,Triad Group,"San Francisco, CA",Work closely with the data scientists and engineers to build and deploy scalable ML models to production....,Backend Engineer,,95000.0
2252,Walmart eCommerce,"San Bruno, CA 94066","Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and...","Senior Product Manager, Digital Relationship Analytics",,95000.0
2253,Genentech,"South San Francisco, CA","Chairs Biomarker Working Group meetings , if applicable, and other meetings involving internal or external stakeholders (Biomarker Scientists, Operational...",Biomarker Operations Program Leader,,95000.0
2254,Quantifind,"Menlo Park, CA",Great communication skills so you can work directly with our Data Scientists and Front-end Engineers. You’ll be working closely with our Data Scientists and...,Senior Platform Engineer,,95000.0
2255,Square,"San Francisco, CA 94103 (South Of Market area)","The Capital Design Team is highly collaborative and you will work closely with product managers, engineers, marketers, and data scientists to create world-class...","Product Designer – Senior Level, Square Capital",,95000.0
2256,Quora,"Mountain View, CA","Interest in using data and user research to inform design decisions. Collaborate with engineers to define features and functionality, with other designers for...",Product Designer,,95000.0
2257,Cisco,"San Jose, CA","Experience with data warehouses, such as Redshift, Hadoop, etc. On the Growth Team, you will work alongside a group of designers, user researchers, data...",Backend Java Software Engineer - Spark Platform,,95000.0
2258,Cisco,"San Jose, CA","People, processes, data, and things. On the Growth Team, you will work alongside a group of Designers, User Researchers, Data Scientists, Product Managers, and...",Full Stack Software Engineer (Microservices) - Spark Platform,,95000.0
2259,Indeed,"San Francisco, CA","As a Product Manager at Indeed, you will collaborate with engineers, data scientists and other relevant functions to help Indeed better measure and deliver...",Product Manager-Data Science Platform,,95000.0
2260,Raytheon,"Goleta, CA 93117","Experience working with CAD system tools (schematic, layout, output data formats for build). At RVS, you will join a team of engineers and scientists who are...",Sr Principal Electrical Engr,,95000.0
2261,The Aerospace Corporation,"El Segundo, CA 90245","Our state-of-the-art laboratory facilities are staffed by some of the leading scientists in the world. Concept development, trade studies, source selections,...",Spacecraft / Payload Controls Engineer,,95000.0
2262,Quest Diagnostics,"Sacramento, CA","MTA- Clinical Lab Scientist. Current California Clinical Laboratory Scientist License (for California), Medical Technologist License or Medical Laboratory...",QA Specialist (Clinical Lab Scientist),,95000.0
2263,AB Sciex Pte,"Redwood City, CA","Data searching, mining and visualization capabilities. Experience working autonomously on diverse parts of applications (UI, data model, etc.)....",Senior Software Developer,,95000.0
2264,Eclaro,"South San Francisco, CA 94080","Regularly present data/ strategy to scientists and management, in internal and external venues, as well as publish in peer-reviewed journals, as appropriate....",Bench Scientist,,95000.0
2265,PAX Labs,"San Francisco, CA","We’re actively looking to hire the world’s best scientists, engineers, designers, product managers, supply chain experts, customer service and business...",Senior UX Designer,,95000.0
2266,CDK Global,"Waterloo, CA","From data scientists to sales and client service experts, we’re hiring to support your growth and ours - Green light your career....",Launch Manager II,,95000.0
2267,Walmart eCommerce,"San Bruno, CA 94066","You think analytically and know how to leverage data to prioritize. History of fostering strong cross-functional relationships between engineering, data science...","Associate Product Manager, Retail Core Engine-Category Tools",,95000.0
2268,Walmart eCommerce,"San Bruno, CA 94066","You think analytically and know how to leverage data to prioritize. History of fostering strong cross-functional relationships between engineering, data science...","Associate Product Manager, Retail Core Engine-Category Tools",,95000.0
2269,LT,"Los Angeles, CA","Our data team consists of two data analysts and 3 data scientists. Some of the data tools include Kafka, Spark and more....",Senior iOS Developer,"$100,000 - $180,000 a year",95000.0
2270,Demandbase,"San Francisco, CA","Work with a world class team of engineers, PMs, data scientists, sales and marketers. Computer Science fundamentals in algorithm design and data structures....",Senior Software Engineer (Platform),,95000.0
2271,Bileddo Associates,"Redding, CA 96001",Current CA Clinical Laboratory Scientist license. Performs all tests in lab to obtain data for the physician used in the diagnosis and treatment of disease....,CLS Clinical Laboratory Scientist SIGN ON,"$90,000 - $125,000 a year",95000.0
2272,Cloudera,"Palo Alto, CA 94304","At Cloudera you will work with world-class customers, partners, technical field resources, data scientists, and software engineers to define and advocate for...","Product Marketing Lead, Data Engineering",,95000.0
2273,IMS,"Tustin, CA","Client seeking a Principal Software Engineer/Lead - Data Scientist for a Full Time position in the Tustin, CA area....",Data Scientist Principal Software Engineer Lead No C2C,,95000.0
2274,Jobspring Partners,"Sunnyvale, CA",This company is looking for a highly skilled engineer to really build highly scalable systems as well as understand the needs of the data scientists to create a...,Senior Software Engineer,"$170,000 - $200,000 a year",95000.0
2275,Teradata,"Santa Clara, CA", Experience working on an interdisciplinary team with Data Scientists and analytics software engineers to deliver products with machine learning components....,Senior Product Manager - Teradata Ecosystem Analytics,,95000.0
2276,Electronic Arts,"Redwood City, CA 94065",You can hold your own working with the best engineers and data scientists and can articulate our position in external settings....,Senior Technical Product Manager,,95000.0
2277,Payette Group,"San Francisco, CA","As a member of our team, you will be collaborating with other engineers, as well as designers and data scientists, to create powerful visualizations, fluid...",Senior Javascript Engineer,,95000.0
2278,LT,"Los Angeles, CA","They have a Chief Data Scientist who is building out all of the recommendation engines and ML models. As for the data team, they are using AWS redshift,...",Android Developer,"$100,000 - $160,000 a year",95000.0
2279,Walmart eCommerce,"San Bruno, CA 94066","Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and...","Senior Product Manager, Vertical Product Management",,95000.0
2280,Intellipro Group Inc.,"Santa Clara, CA","Responsibilities: "" Responsible for machine learning, deep learning algorithm R&D for image recognition and understanding. "" Work with the product team to...",Lead Machine Learning Scientist - Image Recognition / Platform Product Development Team,,95000.0
2281,The Climate Corporation,"San Francisco, CA","Collaborate with Scientists, Data Analysts, and User Experience experts to craft an experience that will change the face of farming....","Staff Software Engineer, Web (Front-End/Javascript)",,95000.0
2282,The Aerospace Corporation,"El Segundo, CA 90245",Our state-of-the-art laboratory facilities are staffed by some of the leading scientists in the world. Provide technical leadership to desktop software and web...,Engineering Manager - Software Systems Assurance,,95000.0
2283,Workday,"San Francisco, CA 94105 (Financial District area)",Professional experience with big data and analytics Platform. We are the Data Science Applications and the Platform team in Workday....,"Software Development Engineer for Machine Learning Platform (Mid-career, Senior, Lead/Principal)",,95000.0
2284,VIR,"San Francisco, CA",Perform troubleshooting and evaluation of protein/antibody methods and data generated by contract labs. The Senior/Principal Scientist will also provide subject...,"Senior/Principal Scientist, Mass Spectrometry and Protein Analytical Chemistry",,95000.0
2285,Edwards Lifesciences,"Irvine, CA 92614",Plan and direct strategic activities including prioritizing and selecting appropriate projects with overall responsibility for meeting business objectives...,"Director, Statistical Programming - Transcatheter Mitral & Tricuspid Therapies",,95000.0
2286,Amgen,"Thousand Oaks, CA 91320",O Ability to analyze and interpret complex safety data. O Document writing skills in presenting safety data and evaluation....,"Global Safety Medical Director, Biosimilars",,95000.0
2287,Robert Walters,"San Francisco, CA","Lead a cross-functional team of data scientists, engineers, analysts, and designers to develop and build the product....",Senior Product Manager,,95000.0
2288,Walmart eCommerce,"San Bruno, CA 94066","Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and...",Site Reliability Engineer,,95000.0
2289,WSP | Parsons Brinckerhoff,"Sacramento, CA","Approximately 34,000 employees, including engineers, technicians, scientists, architects, planners, surveyors, program and construction management professionals...",SharePoint Site Administrator,,95000.0
2290,Chegg,"Santa Clara, CA 95054","You will be closely working with Data Scientists, Design, and Product team. Senior Front-End Engineer – Chegg Study....",Senior Front-End Engineer - Chegg Study,,95000.0
2291,LT,"Los Angeles, CA","They have a Chief Data Scientist who is building out all of the recommendation engines and ML models. As for the data team, they are using AWS redshift,...",iOS Developer,"$100,000 - $160,000 a year",95000.0
2292,"Magnum Hunt, LLC","Carlsbad, CA 92008","Data pipelines at scale, and real time processingMachine learning and Data Scientist support:. Big Data cluster, workflows and applications:....",Sr Java Developer required ASAP,"$100,000 - $150,000 a year",95000.0
2293,Activehours,"Palo Alto, CA",As a Data Scientist you will:. Some skills we consider critical to being a Data Scientist:. Data Scientists are the central node to every team within...,Data Scientist,,95000.0
2294,Tesla Motors,"Palo Alto, CA","Develop data analysis code, databases, & data visualizations. Fleet Data Analysis Engineer. Python development, databases (MySql, MongoDB, etc.), data...",Data Analysis Engineer,,95000.0
2295,"Retail Solutions, Inc.","Mountain View, CA 94043",The Data Scientist will drive and participate in the design and implementation of algorithms working with the retail and supply chain data....,Data Scientist,,95000.0
2296,Sony Interactive Entertainment PlayStation,"Aliso Viejo, CA","Data Scientist (Aliso Viejo, CA). Job Description - work with team of data scientists and engineers to:. Sufficient data warehouse and non-relational data...",Data Scientist,,95000.0
2297,iHerb,"Irvine, CA","The Data Scientist. The Data Scientist will collect new data, through various methods (ie:. Ability to mentor other data scientists and engineers....",Data Scientist,,95000.0
2298,"Linc Global, Inc.","Sunnyvale, CA","Strong analytical skills, data driven mindset. Strong knowledge in general software design, data structures, and relational database....",Data Scientist,,95000.0
2299,Booz Allen Hamilton,"San Diego, CA 92108","Data Scientist, Junior. Experience with building complex data extraction, transformation, and loading (ETL) pipelines into structured databases, data warehouses...","Data Scientist, Junior",,95000.0
2300,Pinterest,"San Francisco, CA 94103 (South Of Market area)",We’re looking for a Data Scientist to help us connect Pinners to actionable content that improves the Pinner experience....,Data Scientist,,95000.0
2301,HIRECLOUT,"Santa Ana, CA","Senior Data Scientist. Game changing AI Technology company seeks Senior Data Scientist. This is an opportunity to work with unstructured data from audio, video,...",Data Scientist,,95000.0
2302,Brain Corporation,"San Diego, CA",We are looking for candidates with advanced knowledge in the fields of machine learning and adaptive data processing....,Machine Learning - Software Engineer / Scientist,,95000.0
2303,Tesla Motors,"Fremont, CA","Experience with big data frameworks such as Hadoop/Spark and SQL. Design and implement big data workflows using Python, SQL, Hadoop, Spark, Matlab and R....",Sr Data Scientist,,95000.0
2304,Coupang,"Mountain View, CA","Work experience analyzing big data (Hadoop, AWS, etc.). 3+ years of experience in implementing data analytics/predictive modeling/machine learning algorithms...",Data Scientist (Marketing),,95000.0
2305,Lyft Corporate,"San Francisco, CA","Data Scientists also build evaluation methodology for these foundational algorithms, including a high-fidelity simulation environment....",Data Scientist (All Levels),,95000.0
2306,Adobe,"San Jose, CA","Knowledge of Spark, big data processing, Hadoop. Work on building state of the art machine learning models leveraging data mining, big data, deep learning,...",Machine Learning Applied Research Scientist,,95000.0
2307,NVIDIA,"Santa Clara, CA","Mine massive amounts of data and perform large-scale data analysis to derive useful business insights into product, customer, and market behavior....",Deep Learning Data Scientist,,95000.0
2308,Grindr,"Los Angeles, CA 90046","Strong experience building data visualizations, dashboards, and data representations. Experience building real-time data pipelines within high volume data...",Data Scientist,,95000.0
2309,Adobe,"San Francisco, CA","Leveraging data mining, deep learning, content understanding, language understanding, and more. This opportunity is a unique blend of Applied Machine Learning...",Applied Machine Learning Engineer Intern,,95000.0
2310,Micron,"Milpitas, CA","Acquire and structure data from multiple sources to build machine learning models. As a BU Data Scientist Pricing at Micron Technology, Inc., you will be key...","BU Data Scientist, Pricing",,95000.0
2311,Veeva,"Pleasanton, CA","Leverage external data sources to identify Pharmaceutical Industry trends , to help customers gain broader market perspective Combine your love and knowledge of...",Data Scientist - Commercial Products,,95000.0
2312,Seagate,"Fremont, CA",Perform hands-on data analysis and modeling with huge data sets. Process manufacturing data to establish correlation between tool data and metrology....,Data Scientist - Engineer II,,95000.0
2313,"First Capitol Consulting, Inc.","Los Angeles, CA",The Workforce Statistician is responsible for designing and presenting pay equity analysis to our clients. Be accountable for pay equity analysis by...,Statistician,,95000.0
2314,Bold Metrics,"San Francisco Bay Area, CA","Fluent in data fundamentals including SQL and data manipulation using a procedural language. Historically, apparel sizes have been generated in the absence of...",Lead Data Scientist,,95000.0
2315,Taboola,"Los Angeles, CA","Experience in collecting data from/exposing data to various data sources and services (API, JSON, XML)....",Sr. Data Scientist,,95000.0
2316,Stanza,"San Francisco, CA",5+ years of experience as a data scientist and/or engineer. Drive the collection of new data and the refinement of existing data sources....,Senior Data Engineer,,95000.0
2317,"Linc Global, Inc.","Sunnyvale, CA","Strong analytical skills, data driven mindset. Strong knowledge in general software design, data structures, and relational database....",Machine Learning Engineer,,95000.0
2318,Precisio,"Mountain View, CA","Build prototype data pipelines (using Big Data stack) to feed data into dashboards. We are seeking a BI developer who will partner with business analysts, data...",BI (Tableau) Developer,,95000.0
2319,HealthTap,"Palo Alto, CA","Ideally, you also have experience with medical data and terminologies. Discover and refine medical relationships from the ever-expanding repository of medical...",Machine Learning Engineer,,95000.0
2320,Chegg,"Santa Clara, CA 95054","Staff Data Scientist (SEO). Use exploratory data analysis techniques to identify meaningful relationships, patterns, or trends from complex data sets....",Staff Data Scientist,,95000.0
2321,Veritas Technologies,"Mountain View, CA","Enterprise Data Management. Intelligent enterprise data management platform, multi-cloud data protection solution, and software defined storage offering....",Sr. Principal Data Scientist,,95000.0
2322,The Marquis LLC,"Pleasanton, CA",Data Science Machine Learning:. Will perform complex modeling and algorithm development on large data sets to resolve disparate data into single real-world...,Data Scientist,,95000.0
2323,Intel,"Santa Clara, CA 95052",Job Description Intel Labs is seeking motivated researcher in the area of parallel and distributed computing research applied towards high performance...,Research Scientist-Parallel Computing for AI and H,,95000.0
2324,Verizon,"Los Angeles, CA 90094","Data Visualization tools experience (such as Excel, Looker, Tableau, Cuboid etc.). Perform analyses on large sets of data to extract actionable insights that...",Business Intelligence Manager - Data Analytics,,95000.0
2325,Warner Bros. Entertainment Group,"Burbank, CA","Partner with data engineers, data scientists to help ""tell the story"" behind the data. Create/Manage Workbooks and Projects, Database Views, Data Sources and...","Manager, Data Analytics & Architecture",,95000.0
2326,Capital Group,"Irvine, CA 92618","Proven experience performing data science tasks including, data exploration, data management, data transformation, modeling and development activities, and...",Data Sciences Manager,,95000.0
2327,Huawei,"Santa Clara, CA","Experiences in some of the data pipeline open source projects such as Spark, Kafka, Flink etc. preferred. Open Source Machine Learning Sr....",Open Source Machine Learning Sr. Staff Engineer,,95000.0
2328,The Aerospace Corporation,"El Segundo, CA 90245","Experience in collecting data from/exposing data to various data sources and services (API, XML, JSON, etc…)....",Software Engineer & Data Science Specialist,,95000.0
2329,Eventbrite,"San Francisco, CA 94107 (South Of Market area)","We sit in a strategic role working to make sense of our structured and unstructured customer data with sophisticated models and data mining techniques, in-depth...",Senior Data Scientist,,95000.0
2330,Applied Medical,"Rancho Santa Margarita, CA",3+ years of experience working as a data scientist in academia or industry. Write and implement data mining and machine learning algorithms on large sets of...,Data Scientist - Surgical Simulation,,95000.0
2331,Camber Corporation,"Monterey, CA 93940","Examples of acceptable degrees include mathematics, statistics, quantitative psychology, data science, engineering, and computer science....",Lead Research Scientist (Analytic),,95000.0
2332,Dictionary.com,"Oakland, CA",The Data Scientist will have a tremendous impact on the usability and profitability of dictionary.com as well as play a critical role in bringing new innovative...,Sr. Data Scientist,,95000.0
2333,System1,"Venice, CA",System1 is an organization centered around data and data products. Work with large scale data sets. System1 is hiring a Principal Data Scientist!...,Principal Data Scientist,,95000.0
2334,"23andMe, Inc.","Mountain View, CA 94041","For senior scientists:. Supervise, develop, and mentor junior scientists. Hands-on experience working with very large data sets in Python or R;...",Population Geneticist - Ancestry Research,,95000.0
2335,Acxiom,"Redwood City, CA 94065",We are seeking an experienced Data Scientist with a versatile skill set to undertake data science supporting the development of next-generation products and...,Acxiom Labs - Data Scientist,,95000.0
2336,Rambus,"Sunnyvale, CA 94089","Familiarity with current data center system configurations, applications, and performance limitations is highly desirable....",PE - Memory Architecture Researcher,,95000.0
2337,The Aerospace Corporation,"El Segundo, CA 90245","Significant experience with data engineering, data science or machine learning techniques. Serve as a data science lead in support of National Security Space,...",Data Science Lead,,95000.0
2338,Blizzard Entertainment,"Irvine, CA",Experience with data visualization tools like Tableau. Our Global Insights team is seeking a senior data scientist specializing in natural language processing...,"Sr. Data Scientist, Global Insights - NLP",,95000.0
2339,Facebook,"Menlo Park, CA",Statistical and data analysis/modeling skills (e.g. Translate data insights into actions and recommendations. The ideal candidate will have a strong stakeholder...,"Marketing Decision Scientist, Building 8",,95000.0
2340,Esurance,"San Francisco, CA","Experience hiring, managing and motivating a team of data scientists preferred. Advanced knowledge of data science concepts and experience working with diverse...",Manager Data Science,,95000.0
2341,Roblox,"San Mateo, CA",Lead a team of data analysts and scientists to enable world class data driven product design. On a day to day basis you will lead a team of really smart data...,"Director, Data Science",,95000.0
2342,MachineZone,"Palo Alto, CA","Data driven decision-making is integral to game development, platform, marketing and operations at MZ. Experience with mining of data streams and frameworks...",Senior Research Scientist,,95000.0
2343,Accenture,"San Jose, CA 95113 (Downtown area)","Data Scientists are expected to collaborate with other data scientists,. Data Scientists in Operations follow multiple approaches for project....",Data Scientist Python Specialist,,95000.0
2344,AstraZeneca,"Mountain View, CA","Scientist I in Mountain View, CA. Flow cytometry or ELISPOT) in clinical programs, monitoring assay performance, managing data transfers and reconciliation...",Scientist I,,95000.0
2345,Gilead Sciences,"Foster City, CA","Critical experience in image analysis, IHC/ISH assay development, multiplexing, and data interpretation (pathology and other data)....","Research Scientist, Pathobiology",,95000.0
2346,Retina.AI,"Santa Monica, CA 90401","Support data and platforms for machine learning algorithms in conjunction with Data Scientists. Data Architect, you will work together with data scientists and...",Sr. Data Architect,,95000.0
2347,Plantronics,"Santa Cruz, CA 95060","Provide subject matter expertise in statistical analysis, data engineering and data visualization. Data Scientist to join our fast moving organization and...",Senior R&D Data Scientist,,95000.0
2348,ZestFinance,"Los Angeles, CA","Knowledge of data structures and parallelization. Experience with large scale data storage and analysis (e.g., Spark, MapReduce) is a plus....","Manager, Machine Learning Modeler / Data Scientist",,95000.0
