,comp_name,job_location,job_summary,job_title,listed_job_salary,salary_estimated
153,Catapult Sports,"San Francisco, CA","The successful candidate will report to the Vice President of Sports Performance, helping coaches, sports scientists and performance analysts turn objective...",Sports Performance Manager (West),,60000.0
154,MSD,"South San Francisco, CA",Independent and self-motivated scientist. Conduct experiments and generate data. We are looking for an outstanding and highly motivated scientist with an...,Associate Principal Scientist – Metabolic Disease (Insulin Resistance/Obesity),,60000.0
155,General Electric,"San Ramon, CA 94583","Architects, Data Scientists, Businesses & Product Managers. Be an expert in core data structures as well as algorithms and has the ability to implement them...",Sr Software Engineer,,60000.0
156,University of California San Francisco,"San Francisco, CA","Extensive knowledge of study design criteria and data collection strategies. Knowledge of data standards best practices in research and healthcare, scientific,...","Clinical Research Management, Analyst",,60000.0
157,UC San Diego,"San Diego, CA","Advanced knowledge of HPC / data science / CI. Designs, develops, and optimizes components / tools for major HPC / data science / CI projects....",Senior Computational and Data Research Scientist,,60000.0
158,Metabyte,"San Jose, CA",Functionally leading a cohesive data strategy that lacks silos and enables deep learning technologies to create new competitive insights.Locating & acquiring...,Data Scientist,,60000.0
159,Walmart eCommerce,"Sunnyvale, CA","Sr Data Analyst – VUDU. Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to...",Sr Data Analyst – VUDU,,60000.0
160,Transcriptic,"Menlo Park, CA 94025","Transcriptic is looking for an experienced Application Scientist to join our Applications team. In our culture, everyone has precisely one priority, data wins...",Application Scientist,,60000.0
161,Elti Solutions,"San Francisco, CA","Data Analytics, Hadoop, Cloud Computing, Data Visualization, Data Mining, MapReduce, Machine Learning, High Scalability Computing, Predictive Analytics....",Data Scientist,,60000.0
162,"University of California, Davis","Sacramento, CA","This will require software development and data treatment. Appointees with Project (e.g., Scientist) titles may engage in University and public service....",Associate Project Scientist for Dr. Chan,,60000.0
163,Tri Alpha Energy,"Foothill Ranch, CA","Data analysis skills with programming languages like Python, MATLAB, IDL, etc. We have an opening at our Foothill Ranch, CA (Orange County) facility for a...",Scientist – Thomson Scattering,,60000.0
164,Tri Alpha Energy,"Foothill Ranch, CA","Data analysis skills with programming languages like Python, MATLAB, IDL, etc. We have an opening at our Foothill Ranch, CA (Orange County) facility for a...",Scientist - Interferometry & Polarimetry,,60000.0
165,UC San Diego,"San Diego, CA","Help lead the design of databases and data warehouses to store and aid in the query of data. Proven experience with Workflows, Automation, Microservice,...",Scientific Software Developer,"$71,000 - $100,000 a year",60000.0
166,"University of California, Davis","Davis, CA",Familiarity with research data management or curation. Familiarity with the way scientists and researchers work with government information and technical report...,Health Science Librarian,,60000.0
167,Walmart eCommerce,"San Bruno, CA 94066","Coordinate and direct data reporting work of fulltime on-site contract worker. Data scientists, front and back-end engineers, product managers, and web and UX...","Associate Manager, New Customer Propositions (eComm Ops)",,60000.0
168,Walmart eCommerce,"Sunnyvale, CA","Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and...","Senior Software QA Engineer Backend, Vudu",,60000.0
169,"Pinn Technology, Inc.","Redwood City, CA 94063","Data ScientistFull-time | Redwood City, CA We’re looking for a Data Scientist to design new algorithms, and improve the accuracy and performance of Pinn’s...",Data Scientist,"$150,000 a year",60000.0
170,Walmart eCommerce,"Sunnyvale, CA","Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and...","Software QA Engineer III, VUDU",,60000.0
171,UC DAVIS HEALTH SYSTEM,"Sacramento, CA","RL Solutions), email, Internet, Microsoft Office and data management software. The Supervising Clinical Laboratory Scientist also oversees staff training and...","Supervising CLS, Chemistry/UA",,60000.0
172,UC DAVIS HEALTH SYSTEM,"Sacramento, CA","-Knowledge of personal computer, word processing, data management, and spreadsheet software. -Knowledge of quality assurance, quality system essentials,...","CLS, Toxicology",,60000.0
173,"Pinn Technology, Inc.","Redwood City, CA 94063","Data ScientistFull-time | Redwood City, CA We’re looking for a Data Scientist to design new algorithms, and improve the accuracy and performance of Pinn’s...",Data Scientist,"$150,000 a year",60000.0
174,"Qubole, Inc.","Santa Clara, CA 95050","Qubole provides tools and services where data analysts, data scientists and data engineers can dream big and solve complex challenges with their data....",Senior Business Intelligence Engineer,,60000.0
175,The Aerospace Corporation,"El Segundo, CA 90245",Data science and predictive analytics. Our state-of-the-art laboratory facilities are staffed by some of the leading scientists in the world....,2017/18 Systems Engineering Internship/Co-op,,60000.0
176,Noodle.ai,"Palo Alto, CA","This person will be responsible for working with our Data Scientists, Engineers, Client Service team, and Designers to build the user interface that will help...",UI Engineering Lead,,60000.0
177,UC DAVIS HEALTH SYSTEM,"Sacramento, CA","-Knowledge of personal computer, word processing, data management, and spreadsheet software. -Knowledge of quality assurance, quality system essentials,...",Clinical Laboratory Scientist,,60000.0
178,Walmart eCommerce,"San Bruno, CA 94066","Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and...",Business Manager - Capacity Management,,60000.0
179,Walmart eCommerce,"San Bruno, CA 94066","Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and...","Sr. Program Manager, Listing Policy Marketplace",,60000.0
180,Exponent,"Menlo Park, CA 94025",Exponent’s Statistical & Data Sciences Practice is currently seeking a Senior Manager or Principal with expertise in cyber security and threat mitigation....,Cyber Security and Identity Manager,,60000.0
181,Walmart eCommerce,"San Bruno, CA 94066","Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and...",User Experience Designer,,60000.0
182,Elti Solutions,"San Francisco, CA","Solid experience leading the teams of data scientists and data engineers. Data Analytics, Hadoop, Cloud Computing, Data Visualization, Data Mining, MapReduce,...",Lead Data Scientist,,60000.0
183,Walmart eCommerce,"Sunnyvale, CA","Performance troubleshooting, analyzing data, log, system resources. Data scientists, front and back-end engineers, product managers, and web and UX/UI teams...",Staff Software QA Engineer,,60000.0
184,Quora,"Mountain View, CA","Partner with other teams such as Data, Design and Product to collaborate on projects across the company. We are looking for an experienced Machine Learning...",Technical Lead - Machine Learning,,60000.0
185,Walmart eCommerce,"Sunnyvale, CA","Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and...","Senior Web Developer, VUDU",,60000.0
186,Twitch,"San Francisco, CA",Implement experiments and collect data with our data scientists to drive subsequent iterations on these features....,Senior Software Engineer - VOD,,60000.0
