,comp_name,job_location,job_summary,job_title,listed_job_salary,salary_estimated
0,CLARA analytics,"Santa Clara, CA","The Data Scientist role involves working on all stages of the data science pipeline, from acquiring and assessing data, selecting appropriate models and...",Data Scientist,,60000.0
1,Shutterfly,"Redwood City, CA",The Data Scientist will be responsible for designing and directing experiments and observational studies to optimize our customer acquisition and engagement...,Data Scientist,,60000.0
2,Lam Research,"Fremont, CA 94538 (Irvington area)","Define data structures, evaluate data quality, perform appropriate data analyses using software such as Python and MATLAB....",Data Scientist 4,,60000.0
3,"GRAIL, Inc.","Menlo Park, CA",Participate in data quality review activities and efforts to resolve data quality issues. Develop and manage interactive data visualization and analytic tools...,Senior Staff Clinical Data Scientist,,60000.0
4,Chatham Group,"San Francisco, CA 94104 (Financial District area)","Do you like data? Experience in data analysis, gaming, mobile applications, consulting, or business/financial analysis....",Senior Data Scientist,"$70,000 a year",60000.0
5,Petco,"San Diego, CA",This role will supervise the assistant merchant managers and work very closely with the customer data scientist and manager business analytics....,Services Manager,,60000.0
6,Workbridge Associates,"San Jose, CA 95113 (Downtown area)","A well-established retail company located in Silicon Valley is looking for a contract Senior Data Scientist to take on a role providing modeling, analysis, and...",Senior Data Scientist (Contract),,60000.0
7,Jobspring Partners,"Palo Alto, CA",A Series C Healthcare Startup Located in Palo Alto is on the seeking for a bold Mid-Level Data Scientist to join to the team....,Mid-level Data Scientist,"$130,000 - $165,000 a year",60000.0
8,Remind,"San Francisco, CA","Analyze data to identify trends and opportunities, surface actionable insights, and help teams set goals, forecasts and prioritization of initiatives....",Data Scientist,,60000.0
9,FullDeck,"Los Angeles, CA","2+ years of experience in data mining and/or data science. A flourishing digital media agency with high profile entertainment clients, has an immediate need for...",Data Scientist,,60000.0
10,Brainworks,"Oakland, CA","Our client, a fast-growing, well-funded, ecommerce start-up is looking for a Data Scientist . You will assist in building a data driven culture by exploring the...",Data Scientist,,60000.0
11,Atreca,"Redwood City, CA 94063",We are looking for a Data Scientist who will help us use the information hidden in vast amounts of data to make smarter research decisions and discover novel...,Data Scientist,,60000.0
12,The Honest Company (Career Page),"Los Angeles, CA","We're currently looking to add another Data Scientist to our fantastic Data team. As a Data Scientist, you'll have the opportunity to inform business decisions...",Data Scientist,,60000.0
13,Symantec,"Mountain View, CA","Data acquisition will require navigation of Hadoop, Spark, databases (SQL), 3rd party data sources and text processing....",Research Engineer/ Data Scientist,,60000.0
14,NEURALINK,"San Francisco, CA",Experience with biological data. Experience with time series data. Develop machine-learning techniques for decoding neural data in real time....,Data Scientist,,60000.0
15,Veeva,"Pleasanton, CA",Combine your love and knowledge of quantitative data analysis across large data sets with solid presentation skills Use statistical methods to derive new...,Data Scientist - Deep Learning,,60000.0
16,SpaceX,"Hawthorne, CA","Perform exploratory data analysis, extract data from various sources, clean and aggregate data. The Data Science team is a new team in the Enterprise Data...",Sr. Data Scientist,,60000.0
17,Mission Bio,"San Francisco, CA",We are seeking a highly-motivated Data Scientist I/II to provide analytical support of sequencing data from our proprietary single-cell genomics platform....,Data Scientist I/II,,60000.0
18,Accenture,"San Diego, CA","Data Scientist Specialist. Core Data Scientist team. Scientist Specialist manages, architects and analyzes big data in....",Data Scientist Specialist,,60000.0
19,Twitter,"San Francisco, CA 94103 (South Of Market area)","You will build Twitter’s next-generation Tailored Audience Targeting platform, working closely with product managers, data scientist, and machine learning...","Software Engineer, Backend",,60000.0
20,ZestFinance,"Los Angeles, CA","Recruit, motivate, and develop the best data scientist talent in the world. Experience developing real-time production data pipelines....","Director, Data Science",,60000.0
21,Xiar Tech,"Palo Alto, CA 94301 (Professorville area)","Data ScientistPalo Alto, CA6+monthsPlease look for local consultants only.We are looking for a Data Scientist with a large client – experience required is...",Data Scientist,,60000.0
22,Accenture,"San Diego, CA","The Data Scientist. Data Scientist Associate Principal. Statistical and machine learning models, data mining, unstructured data. Data Scientists in....",Data Scientist Associate Principal,,60000.0
23,General Electric,"San Francisco, CA 94102 (Downtown area)","You will be working with world class data scientist, engineers, designers, and domain experts to support state-of-the-art AI and machine learning solutions...",Sr Software Engineer - DevOps,,60000.0
24,Infolob Solutions Inc,"San Francisco, CA 94112 (Outer Mission area)","Provided by Dice Data Scientist, Spark, Scala, Python, Data Scientist. Senior Data ScientistLocation:. Looking for a strong Data Scientist with hands on...",Senior Data Scientist (Remote),,60000.0
25,Wells Fargo,"Concord, CA","Reporting, analytics, Data modeling, Data Structures and Algorithms. This person will be a key contributor to the Artificial Intelligence/Machine Learning...",Analytic Manager 4,,60000.0
26,[24]7,"San Jose, CA",Analyze application data. The Data Scientist will be responsible for continually improving 24/7’s premier voice applications....,Data Scientist,,60000.0
27,Activision,"Foster City, CA",And data transformations. Strong data visualization and. Scientist with strong analytical skills. Data visualizations and integrating with analytics APIs....,"Data Scientist - Foster City, CA",,60000.0
28,Mode,"San Francisco, CA","Comfort with SQL and web-based technologies—You don't need be an engineer or data scientist, but you should know how to write a query and comfortable learning...",Customer Support Analyst,,60000.0
29,Jobspring Partners,"San Jose, CA 95113 (Downtown area)","Some work with Big Data technologies (Spark). 2 + years of experience in Data Science. At the moment, they are looking to further build their company and want...",Junior Data Scientist,"$120,000 - $150,000 a year",60000.0
30,Esurance,"San Francisco, CA",Extensive experience in data management and data scrubbing. Technical mentoring for junior data scientists in the team while owning independent deliverables....,Sr Data Scientist,,60000.0
31,Databricks,"San Francisco Bay Area, CA","Design and lead data scientists to build data warehouse, data analysis notebooks and dashboards, and internal data products that help extract value from our own...",Lead Data Scientist,,60000.0
32,Metabyte,"San Jose, CA",Functionally leading a cohesive data strategy that lacks silos and enables deep learning technologies to create new competitive insights.Locating & acquiring...,Data Scientist,,60000.0
33,Jobspring Partners,"San Jose, CA 95113 (Downtown area)",Experience with big data tech such as Spark or Kafka. A cyber security start up located in Mountain View is looking to bring on a Junior Data Scientist and is...,Junior Data Scientist (Security Space),"$120,000 - $150,000 a year",60000.0
34,"Integrated Management Resources, LLC","San Francisco, CA",Enterprise Data and Client Insight office works collaboratively with business and Information Technology to manage engagements and lead teams of data analysis...,Data Scientist-San Francisco,,60000.0
35,Elti Solutions,"San Francisco, CA","Data Analytics, Hadoop, Cloud Computing, Data Visualization, Data Mining, MapReduce, Machine Learning, High Scalability Computing, Predictive Analytics....",Data Scientist,,60000.0
36,Capgemini,"Burbank, CA",Experience building scalable data pipelines and with data engineering/ feature engineering. 10+ years professional work experience as a data scientist or on...,Media & Entertainment Analytics Sector Lead,,60000.0
37,Jobspring Partners,"San Jose, CA 95113 (Downtown area)","Senior Data Scientist. They are located in Palo Alto, and can pay up to $175,000 for the right Data Scientist....",Senior Data Scientist,"$180,000 - $200,000 a year",60000.0
38,Jobspring Partners,"San Jose, CA 95113 (Downtown area)",A cyber security start up located in Mountain View is looking to bring on a Principal Data Scientist and is willing to pay up $210k to find the right scientist!...,Principal Data Scientist,"$180,000 - $210,000 a year",60000.0
39,Elti Solutions,"San Francisco, CA","Data Analytics, Hadoop, Cloud Computing, Data Visualization, Data Mining, MapReduce, Machine Learning, High Scalability Computing, Predictive Analytics....",Lead Data Scientist,,60000.0
40,Workbridge Associates,"Oakland, CA","4+ years experience in a Data Science or Data Analyst role. You will work with a Lead Data Scientist and Head of Data Science to analyze customer behavior,...",Senior Data Scientist (Business Intelligence),"$120,000 - $140,000 a year",60000.0
41,Glocomms,"San Francisco, CA",I'm working with a company who is looking to add a Data Scientist to their growing team. They're located in San Francisco and recently received another round of...,Senior Data Scientist,"$140,000 - $165,000 a year",60000.0
42,Ondawa Group,"San Diego, CA 92101","Data pipelines at scale, and real-time processingMachine learning and Data Scientist support:. Big Data cluster, workflows, and applications:....","Big Data Developer - Java, Hadoop",,60000.0
43,Wish,"San Francisco, CA","Data driven decision-making is an integral part of life at Wish. Hands on experience with large scale data processing software and tools (Hadoop, Spark,...",Data Scientist,,60000.0
44,"MINDBODY, Inc","San Luis Obispo, CA 93401","Data Scientist III – Customer Intelligence focuses on extracting, understanding, manipulating and conveying complex data from MINDBODY’s production environment....",Data Scientist III - Customer Intelligence,,60000.0
45,Intuit,"Mountain View, CA 94039",Intuit is looking for an innovative and hands-on Staff Data Scientist within the Global Risk Management group....,Staff Data Scientist,,60000.0
46,"Amyris, Inc.","Emeryville, CA","Data Scientist, Scientific Computing. Data types include:. Build version-controlled, computable workflows to analyze rich, high-throughput phenotype data....","Data Scientist, Scientific Computing",,60000.0
47,TRR,"San Ramon, CA",The Data Scientist will perform complex modeling and algorithm development on large data sets to resolve disparate data into single real world entities (persons...,Data Scientist,"$140,000 - $170,000 a year",60000.0
48,Stanford University,"Stanford, CA 94305",Industry experience as a data scientist a plus. Implement data analysis through statistical programming. Experience with analysis of electronic medical data....,Biomedical Informatician,,60000.0
49,eBay Inc.,"San Jose, CA",You will translate the roadmap into user stories/requirements & work with a team of talented engineers and data scientist to execute....,"Sr. Product Manager, eBay Assistant/Bot",,60000.0
50,Facebook,"Menlo Park, CA",The Data Scientist Analytics role has work across the following four areas:. Experience manipulating data sets through statistical software (ex....,"Data Scientist, Analytics",,60000.0
51,Nomis Solutions,"Brisbane, CA",Modeling Analyst / Data Scientist. Nomis is looking for the best Modeling Analyst / Data Scientist in the galaxy....,Modeling Analyst,,60000.0
52,Applied Materials Inc.,"Santa Clara, CA","Experience in program managing different stages of data science life cycle – e.g. Data Acquisition, Data Preparation, Modeling etc....",Data Scientist IV - (B4),,60000.0
53,Komodo Health,"San Francisco, CA","Experience working with proprietary secondary data including medical / pharmacy claims, prescription data, sales data, and longitudinal patient-level data....",Data Scientist,,60000.0
54,PG&E,"San Ramon, CA 94583","And,the Data Scientist works with teams, clients, and senior leadership throughout the development cycle; Experience in data modeling....","Data Scientist, Meteorology",,60000.0
55,Realogy Corporate,"Emeryville, CA","Junior Data Scientist. As a Junior Data Scientist, you’ll be responsible for mastering our data and designing the systems which enable us to use it most...",Junior Data Scientist,,60000.0
56,Netflix,"Los Gatos, CA","Desire and willingness to continue growing your capabilities as a data scientist. As a scientist on the Content Development & Programming team, you will use...","Senior Machine Learning Scientist, Operations Research",,60000.0
57,Crescent Solutions Inc,"Los Angeles, CA 90028","Primarily, we focus on optimization algorithms, visualizations, data science and we have access to some of the most important data in Hollywood.We write most of...",Data Scientist,,60000.0
58,Facebook,"Menlo Park, CA",Facebook is seeking a Data Scientist to join our people analytics team. Collaborate with data engineering and visualization engineers to access and manipulate...,"Quantitative Scientist, People Analytics",,60000.0
59,AT&T,California,"As a data scientist or data engineer, you’ll use. Data Analytics Internship Program you will work in our Chief Data Office team,. And with our Chief Data....",Data Analytics Co-Op - Advanced Degrees,,60000.0
60,NinthDecimal,"Mountain View, CA",We are looking for an experienced Data Scientist with a track record of developing and taking to production data science based products....,Data Scientist,,60000.0
61,Agile Global Solutions,"Sunnyvale, CA",We have a client with an opening for an experienced Data Scientist to fill a full time direct hire role! Data Science with emphasis on machine learning:....,Data Scientist,,60000.0
62,Acorns,"Irvine, CA",Data Scientist - Consumer Financial Wellness | Acorns. Invent and fast iterate on novel solutions to challenging data related problems....,Data Scientist - Consumer Financial Wellness,,60000.0
63,Veear Projects,"Los Angeles, CA",A history of working with medical claims data is a plus. The ideal candidate will be a self-starter who is comfortable making appropriate modeling decisions in...,Senior Data Scientist,,60000.0
64,Wells Fargo,"San Francisco, CA","Leadership of the data strategy around collection, structure and syndication of lead & offer data. Experience modeling non-traditional data (e.g....",Data Scientist - Lead & Offer Engine - Analytic Consultant 6,,60000.0
65,Upwork,"San Francisco, CA","Senior Data Scientist. Upwork is hiring a Senior Data Scientist to join our team! We need data scientists to explore, analyze, and leverage our rich set of data...",Senior Data Scientist,,60000.0
66,Northrop Grumman,"Redondo Beach, CA 90278","Identify data needs and proper methods for data gathering, integration and preparation, data quality and data governance....",Data Engineer 4,,60000.0
67,"Blu Chips, Inc","San Diego, CA 92121","Leveraging strong math skills and statistical knowledge to advanced data mining and data analysis activities. Create tools and processes to download data, parse...",Data Scientist,"$150,000 a year",60000.0
68,Workbridge Associates,"Irvine, CA",A revolutionary company in the marketing industry is looking for a Data Scientist. 5+ years’ experience in Data Analytics....,Data Engineer,"$120,000 - $160,000 a year",60000.0
69,Payette Group,"Palo Alto, CA 94301 (Professorville area)",We are looking for a data scientist who loves time-series data and can spearhead the development of our data analytics algorithms....,Data Scientist,,60000.0
70,Salesforce,"San Francisco, CA","We are looking for a talented data scientist, who can seamlessly move from in-depth large data set analysis to strategic implications discussion with the...",Director of Trailhead Data Analysis and Insights,,60000.0
71,EcoSense Lighting,"Los Angeles, CA 90017",We are looking for a Data Scientist. Review sales activities and forecast data to set and determine progress toward goals and objectives....,Inside Sales Manager - LED Lighting,,60000.0
72,Oculus VR,"Menlo Park, CA",The Data Scientist will be responsible for providing reports on key metrics to a team of positional tracking experts in order to drive algorithm development...,"Data Scientist, Oculus",,60000.0
73,Blizzard Entertainment,"Irvine, CA",Blizzard Entertainment is looking for a data scientist to join our global insights team to partner with our Finance Analytics....,"Data Scientist, Global Insights",,60000.0
74,Uber,"San Francisco, CA 94105 (Financial District area)",About the Role We’re looking for an experienced data scientist on our Marketing Data Science team to apply statistical and machine learning models to drive...,Marketing Data Scientist,,60000.0
75,Inscopix,"Palo Alto, CA 94303 (Duveneck-Saint Francis area)","As a data scientist, you will have the opportunity to work in close collaboration with our internal scientists and software and algorithm developers to study...",Data Scientist,,60000.0
76,IdentityMind,"Palo Alto, CA 94301 (Professorville area)","As a Data Scientist, you would be working closely between our Product, Engineering, and Sales teams. Experience in data visualization with tools such as Tableau...",Data Scientist,,60000.0
77,Western Digital,"Irvine, CA 92612",Keep current with and act as primary point of contact for the group in regards to all matters related to data analysis and modeling....,Data Scientist,,60000.0
78,Confident Staffing,"Fremont, CA","Looking for Data Scientist with some experience(1-2yrs). Extensive experience with Big Data storage and analysis technologies, such as Hadoop, data warehouse...",Data Scientist,,60000.0
79,LumenData,"Santa Clara, CA 95054",LumenData is looking for a Data Scientist to lead client engagements. That’s what makes the Data Scientist role at LumenData so fun and exciting!...,Data Scientist,,60000.0
80,LeanTaaS,"Santa Clara, CA",LeanTaaS is looking for extraordinary data scientists to synthesize and leverage massive data sets to help radically transform data into products....,Data Scientist,,60000.0
81,Sony Pictures Entertainment Inc.,"Culver City, CA 90232",Must have experience with big data and standardizing/ appending variables across disparate data sets. Managing the ingestion and cleansing of large data sets...,Data Scientist,,60000.0
82,KPMG,"Irvine, CA 92618","Retrieve, process and prepare a rich data variety of data sources such as social media, news, internal/external documents, emails, financial data, and...",Data Scientist,,60000.0
83,Lockheed Martin,"Sunnyvale, CA 94089",2+ years of professional experience in data analytics and/or machine learning. Experience designing efficient data mining and text mining frameworks with...,Supply Chain Data Scientist,,60000.0
84,INgrooves Music Group,"Los Angeles, CA","Integrate with APIs and external data sources to uncover statistically robust music consumption trends. 1 year of data extraction/transformation (e.g., coding...",Data Scientist,,60000.0
85,ThreatMetrix,"San Jose, CA 95113 (Downtown area)","ThreatMetrix is seeking an outgoing, curious, interdisciplinary machine learning scientist that has a passion for modeling and data analysis....",Data Scientist,,60000.0
86,Avani Tech Solutions,"San Francisco, CA",We are seeking an experienced Data Scientist in the Digital Catalyst Team who will provide strong execution and delivery of data science....,Data Scientist,,60000.0
87,Opendoor,"San Francisco, CA",As a Data Scientist you will:. We’re seeking an exceptional Data Scientist to join us in building data products at the core of the company....,Data Scientist,,60000.0
88,Twitter,"San Francisco, CA 94103 (South Of Market area)",Experience building data pipelines. MoPub is looking for Data Scientist to help drive growth of the MoPub platform and marketplace....,Data Scientist,,60000.0
89,Womply,"San Francisco, CA","We want people who love data. Our team is comprised of Data Scientists, Engineers, and Analysts that use Womply’s vast and growing data to drive better decision...",Data Scientist,,60000.0
90,General Dynamics Information Technology,"San Diego, CA","The Data Analyst, also referred to as the Data Scientist, shall be proficient at entering, cleaning, and conducting basic data manipulation and analysis....",Data Scientist,,60000.0
91,Ancestry,"San Francisco, CA","We’re looking for a Data Scientist to join and help grow this exciting team. By joining this data science team, you will be a member of the global Data Science...",Data Scientist,,60000.0
92,Womply San Francisco,"San Francisco, CA","We want people who love data. Analyze, process, evaluate, and document large data sets. Strong grasp of Python for data manipulation and analysis (including...",Data Scientist,,60000.0
93,Reputation.com,"Redwood City, CA 94063","As a Data Scientist, you will be at the center of this mission. Data visualization experience a plus. Demonstrated ability to solve problems using data....",Data Scientist,,60000.0
94,Avast,"Redwood City, CA",Proficient skills in statistics and data modeling. We are looking for Data Scientists who will participate in the steering of our mobile intelligence sphere to...,Data Scientist,,60000.0
95,In-Q-Tel,"Menlo Park, CA 94025",Interface with intelligence community seniors about technology and data science. We are committed to hiring and developing top talent from around the United...,"Data Scientist, Lab41",,60000.0
96,UCLA HEALTH,"Westwood, CA",Experience with RNAseq data analysis and interpretation is a plus. Strong database and big data structure design and querying....,Bioinformatician Data Scientist,,60000.0
97,Booz Allen Hamilton,"San Diego, CA 92108",3+ years of experience with data science and analytics. Ability to carry out complex projects in data science and analytics with minimum supervision....,Data Scientist,,60000.0
98,Illumina,"San Diego, CA 92101","The Data Scientist will work with other functions such as manufacturing, engineering, quality and IT to develop complex statistical algorithms and machine...",Operations Data Scientist,,60000.0
99,Karmic Labs,"San Francisco, CA 94103 (South Of Market area)","Comparing data sets to ensure data integrity. As Data Analyst, you will partner with internal and external teams to help analyze and visualize data.... read more",Process & Data Analyst,,60000.0
100,Mathematica Policy Research,"Oakland, CA 94612 (Northgate area)","Mathematica seeks a data scientist with experience in the design, development and implementation of applied data science and advanced analytics efforts for data... read more",Data Scientist - Human Services,,60000.0
101,Scribd,"San Francisco, CA 94107 (South Of Market area)","About the Data Team. Become a domain expert in all aspects of the Scribd business, product, and data model; Use this expertise to provide advice to all teams in... read more",Product Data Scientist,,60000.0
102,Intelletec's Client,"San Francisco Bay Area, CA","We are looking for a Data Scientist that will help our client discover the information hidden in vast amounts of data, and help them make smarter decisions to... read more",Senior Data Scientist,"$140,000 - $200,000 a year",60000.0
103,ABB,California,Senior Data scientist will identify the tools required for Analytics for the Ability platform and developing new machine learning algorithms.... read more,Senior Data Scientist,,60000.0
104,realtor.com,"Santa Clara, CA","Mentor a team of data scientists on data exploration, machine learning and developing data based products.... read more",Senior Data Scientist,,60000.0
105,eBay Inc.,"San Jose, CA","Help eBay take data to the next level. Hadoop, Hive, Pig, Spark, H2O, etc. -A data miner. Be able to extract patterns from large sets of data in order to... read more",Data Scientist,,60000.0
106,BCG Digital Ventures,"Manhattan Beach, CA","Big Data and Fast Data (i.e.:. Build innovative data products (e.g., Artificial Intelligence, real-time services, such as personalization and commerce graphing... read more",Senior Data Scientist,,60000.0
107,Entelo,"San Francisco, CA","We are looking to scale aggressively, not only technologically improving our data pipelining capabilities but also ramping up our data science initiatives to... read more",Senior Data Scientist,,60000.0
108,EXPERIAN,"Costa Mesa, CA","Experience analyzing large data set in order to draw conclusions about data integrity, accuracy, and general relationships.... read more",Data Scientist Senior,,60000.0
109,Roku,"Los Gatos, CA",5+ years experience as a Data Scientist. The Roku Data Science and Analytics team is seeking a motivated Data Scientist to join the team.... read more,Lead Data Science,,60000.0
110,OpenX,"Los Angeles, CA",Senior Data Scientist:. OpenX seeks a Data Scientist / Senior Data Scientist to be responsible for executing critical R&D projects on a petabyte-scale dataset.... read more,Data Scientist / Senior Data Scientist,,60000.0
111,BCG Digital Ventures,"Manhattan Beach, CA","Big Data and Fast Data (i.e.:. In your role as the Lead Data Scientist at BCG Digital Ventures, you will:.... read more",Lead Data Scientist,,60000.0
112,Redfin,"San Francisco, CA","In the Senior Data Scientist, Search role you will help Redfin understand and improve the experience of our site users.... read more",Senior Data Scientist,,60000.0
113,Zipongo,"San Francisco, CA","About the Data Science & Analytics Team. The Data Science & Analytics team at Zipongo is diverse, agile, responsive to great ideas, and growing fast!... read more",Senior Data Scientist,,60000.0
114,Petco,"San Diego, CA 92127","The Data Scientist, Sr. Analyzes and interprets statistical data in order to identify significant differences in relationships , trends in data, as well as any... read more","Data Scientist, Sr. Statistician",,60000.0
115,Intellipro Group Inc,"San Jose, CA",Proficient with data stores like SQL and Hadoop. Analyze petabytes of real-world performance data to understand patterns and trends.... read more,Data Scientist/Applied Researcher,,60000.0
116,"Apixio, Inc.","San Mateo, CA",Data Management Layer. Data manipulation and analysis with tools like Python and Shell scripting. Senior App Backend Engineer – Services.... read more,Sr. Data Scientist/Research Engineer,,60000.0
117,Analytic Recruiting,"Irvine, CA","Data science, machine learning, database modeling, SQL, Azure, Hadoop, data mining, data warehousing, Big Data....",Data Scientist/Engineer,,60000.0
118,Jobspring Partners,"Santa Clara, CA",This company is looking bring on a very accomplished data scientist to work on their artificial intelligence and neural network engine....,Head of Data Science,"$180,000 - $250,000 a year",60000.0
119,Kahuna,"Redwood City, CA","Kahuna’s Lead Data Scientist / Software Engineer will lead a small team that will use time series data for customer events and attributes, analyzing that data...",Lead Data Scientist / Software Engineer,,60000.0
120,Workbridge Associates,"San Francisco, CA",Experience working closely with data engineering's. A fraud detection and big data analytics software startup in San Mateo is hiring a Senior Research Engineer...,Research Engineer-Machine Learning (Startup),"$150,000 - $180,000 a year",60000.0
121,Harnham,"San Francisco, CA","ROLE OVERVIEW - SENIOR DATA SCIENTIST, TECHNICAL LEAD. Senior Data Scientist, Technical Lead - Leading Networking Organization....",Senior Data Scientist - Technical Lead,$640 a day,60000.0
122,Workbridge Associates,"Palo Alto, CA",This top research facility based out of Palo Alto needs a Senior Data Scientist to join their team of PHD's and Research Scientists....,Senior Data Scientist,"$130,000 - $195,000 a year",60000.0
123,Metabyte,"Cupertino, CA 95014","Title – Data Scientist – Machine LearningLocation – Cupertino, CAPosition Type – Full Time This role is onsite at our client - is a leading provider of next...",Data Scientist - Machine learning,,60000.0
124,Harnham,"Los Angeles, CA",Senior Data Scientist. YOUR ROLE AS SENIOR DATA SCIENTIST:. Data visualization of trends and patterns within large scale data sets....,Senior Data Scientist,"$150,000 a year",60000.0
125,Spar Information Systems,"Costa Mesa, CA 92626","Word/paragraph embeddings, representation learning, text/sentiment classification, disambiguation• Experience with large scale data analysis tools• Experience...",Urgent Need of Data Scientist,,60000.0
126,Workbridge Associates,"San Francisco, CA",Experience working closely with data engineering's. Fraud detection and big data analytics software startup in San Mateo is hiring a Senior Research Engineer... read more,Machine Learning Engineer,"$150,000 - $180,000 a year",60000.0
127,Jobspring Partners,"Santa Clara, CA",This company is looking bring on a very accomplished data scientist to work on their artificial intelligence and neural network engine.... read more,Head of Data Science,"$180,000 - $250,000 a year",60000.0
128,Kahuna,"Redwood City, CA","Kahuna’s Lead Data Scientist / Software Engineer will lead a small team that will use time series data for customer events and attributes, analyzing that data... read more",Lead Data Scientist / Software Engineer,,60000.0
129,Workbridge Associates,"San Francisco, CA",Experience working closely with data engineering's. A fraud detection and big data analytics software startup in San Mateo is hiring a Senior Research Engineer... read more,Research Engineer-Machine Learning (Startup),"$150,000 - $180,000 a year",60000.0
130,Harnham,"San Francisco, CA","ROLE OVERVIEW - SENIOR DATA SCIENTIST, TECHNICAL LEAD. Senior Data Scientist, Technical Lead - Leading Networking Organization.... read more",Senior Data Scientist - Technical Lead,$640 a day,60000.0
131,Workbridge Associates,"Palo Alto, CA",This top research facility based out of Palo Alto needs a Senior Data Scientist to join their team of PHD's and Research Scientists.... read more,Senior Data Scientist,"$130,000 - $195,000 a year",60000.0
132,Metabyte,"Cupertino, CA 95014","Title – Data Scientist – Machine LearningLocation – Cupertino, CAPosition Type – Full Time This role is onsite at our client - is a leading provider of next... read more",Data Scientist - Machine learning,,60000.0
133,Harnham,"Los Angeles, CA",Senior Data Scientist. YOUR ROLE AS SENIOR DATA SCIENTIST:. Data visualization of trends and patterns within large scale data sets.... read more,Senior Data Scientist,"$150,000 a year",60000.0
134,Spar Information Systems,"Costa Mesa, CA 92626","Word/paragraph embeddings, representation learning, text/sentiment classification, disambiguation• Experience with large scale data analysis tools• Experience... read more",Urgent Need of Data Scientist,,60000.0
135,Adobe,"San Jose, CA","Data Scientists, Data Engineers, Data Stewards and Analysts. Adobe is looking for a Senior UI JavaScript Engineer to help build from the ground up a top of the...",Senior UI JavaScript Engineer,,60000.0
136,Harnham,"San Francisco, CA","Data Science, Data Scientist, Engineer, Big Data, R, SQL, Python, Insight, Analytics, Data, Statistics, Modeling, Machine Learning, Algorithms, Bayesian....",Senior Machine Learning Engineer,"$200,000 a year",60000.0
137,Workbridge Associates,"San Francisco, CA",Mobile data analytics startup in the fraud detection space is looking to bring on a top-notch Research Engineer and Data Scientist that will develop core...,Senior Research Engineer (Fraud Detection),"$160,000 - $180,000 a year",60000.0
138,IMS,"Tustin, CA","Client seeking a Principal Software Engineer/Lead - Data Scientist for a Full Time position in the Tustin, CA area....",Data Scientist Principal Software Engineer Lead No C2C,,60000.0
139,"Magnum Hunt, LLC","Carlsbad, CA 92008","Data pipelines at scale, and real time processingMachine learning and Data Scientist support:. Big Data cluster, workflows and applications:....",Sr Java Developer required ASAP,"$100,000 - $150,000 a year",60000.0
140,Activehours,"Palo Alto, CA",As a Data Scientist you will:. Some skills we consider critical to being a Data Scientist:. Experience building data pipelines from scratch data to production....,Data Scientist,,60000.0
141,Akamai,"Santa Clara, CA","If you have a deep passion for data and security, love handling massive data sets, and get excited from solving hard problems, Akamai is the place for you....",Data Scientist..,,60000.0
142,MyMotivz,"San Diego, CA","Data mining using state-of-the-art methods. As a Data Scientist, you will build and implement machine learning models to make timely decisions while formulating...","Data Scientist - San Diego, CA","$180,000 a year",60000.0
143,"Innovyt, A Big Data Advance Analytics Company","Santa Clara, CA","O Data mining. Resumes must be well written to convey what the goal was of their data scientist efforts, what they did with the data and the outcome....",Data Scientist,"$150,000 - $180,000 a year",60000.0
144,"Retail Solutions, Inc.","Mountain View, CA 94043",The Data Scientist will drive and participate in the design and implementation of algorithms working with the retail and supply chain data....,Data Scientist,,60000.0
145,Stitch Fix,"San Francisco, CA","High skill in data visualization (big plus). We want you to innovate our algorithms and better grok the data, leveraging every bit of our data and pioneer...",Data Scientist,,60000.0
146,Tesla Motors,"Fremont, CA","Experience with big data frameworks such as Hadoop/Spark and SQL. Design and implement big data workflows using Python, SQL, Hadoop, Spark, Matlab and R....",Sr Data Scientist,,60000.0
147,"23andMe, Inc.","Mountain View, CA 94041",23andMe is seeking a talented Data Scientist to join our Genetics Platform Analytics team. Develop data management strategies / tools for various laboratory...,Data Scientist,,60000.0
148,Sony Interactive Entertainment PlayStation,"Aliso Viejo, CA","Data Scientist (Aliso Viejo, CA). Sufficient data warehouse and non-relational data techniques knowledge to work effectively with engineering partners....",Data Scientist,,60000.0
149,Coupang,"Mountain View, CA","Work experience analyzing big data (Hadoop, AWS, etc.). 3+ years of experience in implementing data analytics/predictive modeling/machine learning algorithms...",Data Scientist (Marketing),,60000.0
150,iHerb,"Irvine, CA","The Data Scientist. The Data Scientist will collect new data, through various methods (ie:. And builds large, complex data sets....",Data Scientist,,60000.0
151,Lyft Corporate,"San Francisco, CA","Analyze experimental and observational data; End-to-end experience with data, including querying, aggregation, analysis, and visualization....",Data Scientist (All Levels),,60000.0
152,"Linc Global, Inc.","Sunnyvale, CA","Strong analytical skills, data driven mindset. Strong knowledge in general software design, data structures, and relational database....",Data Scientist,,60000.0
153,Invoca,"Santa Barbara, CA","Invoca is looking for a Data Scientist to capitalize on the rich unstructured data set captured by our platform, including 100s of millions of customer...",Data Scientist,,60000.0
154,HIRECLOUT,"Santa Ana, CA","Senior Data Scientist. Game changing AI Technology company seeks Senior Data Scientist. This is an opportunity to work with unstructured data from audio, video,...",Data Scientist,,60000.0
155,Databricks,"San Francisco, CA","As a data scientist in the data team you will use Databricks to process and analyze Databricks customer usage data, and define correct user engagement metrics...",Data Scientist,,60000.0
