,comp_name,job_location,job_summary,job_title,listed_job_salary,salary_estimated
3342,eero,"San Francisco, CA","Data powers the future of eero. As a Data Scientist at eero, you will participate in product development by bringing analytical and statistical expertise to...",Data Scientist,,110000.0
3343,Sigmaways,"Palo Alto, CA","Unsupervised feature learning, streaming data analysis, temporal data analytics, multi-modal and heterogeneous data analysis....",Sr. Data Scientist,,110000.0
3344,Coupang,"Mountain View, CA",The experimentation platform team at Coupang is looking for a Principal Data Scientist with a solid background in experimentation methodologies....,Sr. Principal Data Scientist (Experimentation Platform),,110000.0
3345,Scribd,"San Francisco, CA 94107 (South Of Market area)","About the Data Team. 3-5+ years of professional experience in data science. Become a domain expert in all aspects of the Scribd business, product, and data...",Data Scientist,,110000.0
3346,sartorius,California,Sartorius - Principal Engineer/Principal Data Scientist (West Coast). We currently have an outstanding opportunity for a Principal Data Scientist....,Principal Data Scientist,,110000.0
3347,Lattice Engines,"San Mateo, CA 94404","As a member of the data science team, the data scientist will work on groundbreaking R&D projects to leverage massive structured, unstructured, transactional...",Senior Data Scientist,,110000.0
3348,Fitbit,"San Francisco, CA 94105 (Financial District area)","Mastery of programming and scientific computation (Python, R), data visualization (d3, shiny) and presenting data in a relatable way....",Senior/Principal Data Scientist,,110000.0
3349,Upwork,"San Francisco, CA",Senior Data Scientist. Upwork is hiring a Senior Data Scientist/Machine Learning Scientist to join our team!...,Senior Data Scientist (Machine Learning),,110000.0
3350,ZestFinance,"Los Angeles, CA","Knowledge of data structures and parallelization. Experience with large scale data storage and analysis (e.g., Spark, MapReduce) is a plus....",Sr. Assoc Machine Learning Modeler / Data Scientist,,110000.0
3351,eero,"San Francisco, CA","Data powers the future of eero. As a Data Scientist at eero, you will participate in product development by bringing analytical and statistical expertise to...",Data Scientist,,110000.0
3352,Sigmaways,"Palo Alto, CA","Unsupervised feature learning, streaming data analysis, temporal data analytics, multi-modal and heterogeneous data analysis....",Sr. Data Scientist,,110000.0
3353,Coupang,"Mountain View, CA",The experimentation platform team at Coupang is looking for a Principal Data Scientist with a solid background in experimentation methodologies....,Sr. Principal Data Scientist (Experimentation Platform),,110000.0
3354,Scribd,"San Francisco, CA 94107 (South Of Market area)","About the Data Team. 3-5+ years of professional experience in data science. Become a domain expert in all aspects of the Scribd business, product, and data...",Data Scientist,,110000.0
3355,sartorius,California,Sartorius - Principal Engineer/Principal Data Scientist (West Coast). We currently have an outstanding opportunity for a Principal Data Scientist....,Principal Data Scientist,,110000.0
3356,Lattice Engines,"San Mateo, CA 94404","As a member of the data science team, the data scientist will work on groundbreaking R&D projects to leverage massive structured, unstructured, transactional...",Senior Data Scientist,,110000.0
3357,Fitbit,"San Francisco, CA 94105 (Financial District area)","Mastery of programming and scientific computation (Python, R), data visualization (d3, shiny) and presenting data in a relatable way....",Senior/Principal Data Scientist,,110000.0
3358,Upwork,"San Francisco, CA",Senior Data Scientist. Upwork is hiring a Senior Data Scientist/Machine Learning Scientist to join our team!...,Senior Data Scientist (Machine Learning),,110000.0
3359,ZestFinance,"Los Angeles, CA","Knowledge of data structures and parallelization. Experience with large scale data storage and analysis (e.g., Spark, MapReduce) is a plus....",Sr. Assoc Machine Learning Modeler / Data Scientist,,110000.0
3360,eero,"San Francisco, CA","Data powers the future of eero. As a Data Scientist at eero, you will participate in product development by bringing analytical and statistical expertise to...",Data Scientist,,110000.0
3361,Sigmaways,"Palo Alto, CA","Unsupervised feature learning, streaming data analysis, temporal data analytics, multi-modal and heterogeneous data analysis....",Sr. Data Scientist,,110000.0
3362,Coupang,"Mountain View, CA",The experimentation platform team at Coupang is looking for a Principal Data Scientist with a solid background in experimentation methodologies....,Sr. Principal Data Scientist (Experimentation Platform),,110000.0
3363,DataRobot,"San Francisco, CA","As a Customer Facing Data Scientist, you will be part of the business development team, focusing on our technical collaboration with partners....",Partners - Customer Facing Data Scientist,,110000.0
3364,Scribd,"San Francisco, CA 94107 (South Of Market area)","About the Data Team. 3-5+ years of professional experience in data science. Become a domain expert in all aspects of the Scribd business, product, and data...",Data Scientist,,110000.0
3365,sartorius,California,Sartorius - Principal Engineer/Principal Data Scientist (West Coast). We currently have an outstanding opportunity for a Principal Data Scientist....,Principal Data Scientist,,110000.0
3366,Lattice Engines,"San Mateo, CA 94404","As a member of the data science team, the data scientist will work on groundbreaking R&D projects to leverage massive structured, unstructured, transactional...",Senior Data Scientist,,110000.0
3367,Fitbit,"San Francisco, CA 94105 (Financial District area)","Mastery of programming and scientific computation (Python, R), data visualization (d3, shiny) and presenting data in a relatable way....",Senior/Principal Data Scientist,,110000.0
3368,Upwork,"San Francisco, CA",Senior Data Scientist. Upwork is hiring a Senior Data Scientist/Machine Learning Scientist to join our team!...,Senior Data Scientist (Machine Learning),,110000.0
3369,ZestFinance,"Los Angeles, CA","Knowledge of data structures and parallelization. Experience with large scale data storage and analysis (e.g., Spark, MapReduce) is a plus....",Sr. Assoc Machine Learning Modeler / Data Scientist,,110000.0
3370,eero,"San Francisco, CA","Data powers the future of eero. As a Data Scientist at eero, you will participate in product development by bringing analytical and statistical expertise to...",Data Scientist,,110000.0
3371,Sigmaways,"Palo Alto, CA","Unsupervised feature learning, streaming data analysis, temporal data analytics, multi-modal and heterogeneous data analysis....",Sr. Data Scientist,,110000.0
3372,Scribd,"San Francisco, CA 94107 (South Of Market area)","About the Data Team. 3-5+ years of professional experience in data science. Become a domain expert in all aspects of the Scribd business, product, and data...",Data Scientist,,110000.0
3373,sartorius,California,Sartorius - Principal Engineer/Principal Data Scientist (West Coast). We currently have an outstanding opportunity for a Principal Data Scientist....,Principal Data Scientist,,110000.0
3374,Lattice Engines,"San Mateo, CA 94404","As a member of the data science team, the data scientist will work on groundbreaking R&D projects to leverage massive structured, unstructured, transactional...",Senior Data Scientist,,110000.0
3375,Fitbit,"San Francisco, CA 94105 (Financial District area)","Mastery of programming and scientific computation (Python, R), data visualization (d3, shiny) and presenting data in a relatable way....",Senior/Principal Data Scientist,,110000.0
3376,Upwork,"San Francisco, CA",Senior Data Scientist. Upwork is hiring a Senior Data Scientist/Machine Learning Scientist to join our team!...,Senior Data Scientist (Machine Learning),,110000.0
3377,ZestFinance,"Los Angeles, CA","Knowledge of data structures and parallelization. Experience with large scale data storage and analysis (e.g., Spark, MapReduce) is a plus....",Sr. Assoc Machine Learning Modeler / Data Scientist,,110000.0
3378,eero,"San Francisco, CA","Data powers the future of eero. As a Data Scientist at eero, you will participate in product development by bringing analytical and statistical expertise to...",Data Scientist,,110000.0
3379,Sigmaways,"Palo Alto, CA","Unsupervised feature learning, streaming data analysis, temporal data analytics, multi-modal and heterogeneous data analysis....",Sr. Data Scientist,,110000.0
3380,Coupang,"Mountain View, CA",The experimentation platform team at Coupang is looking for a Principal Data Scientist with a solid background in experimentation methodologies....,Sr. Principal Data Scientist (Experimentation Platform),,110000.0
3381,Scribd,"San Francisco, CA 94107 (South Of Market area)","About the Data Team. 3-5+ years of professional experience in data science. Become a domain expert in all aspects of the Scribd business, product, and data...",Data Scientist,,110000.0
3382,sartorius,California,Sartorius - Principal Engineer/Principal Data Scientist (West Coast). We currently have an outstanding opportunity for a Principal Data Scientist....,Principal Data Scientist,,110000.0
3383,Lattice Engines,"San Mateo, CA 94404","As a member of the data science team, the data scientist will work on groundbreaking R&D projects to leverage massive structured, unstructured, transactional...",Senior Data Scientist,,110000.0
3384,Fitbit,"San Francisco, CA 94105 (Financial District area)","Mastery of programming and scientific computation (Python, R), data visualization (d3, shiny) and presenting data in a relatable way....",Senior/Principal Data Scientist,,110000.0
3385,Upwork,"San Francisco, CA",Senior Data Scientist. Upwork is hiring a Senior Data Scientist/Machine Learning Scientist to join our team!...,Senior Data Scientist (Machine Learning),,110000.0
3386,ZestFinance,"Los Angeles, CA","Knowledge of data structures and parallelization. Experience with large scale data storage and analysis (e.g., Spark, MapReduce) is a plus....",Sr. Assoc Machine Learning Modeler / Data Scientist,,110000.0
3387,eero,"San Francisco, CA","Data powers the future of eero. As a Data Scientist at eero, you will participate in product development by bringing analytical and statistical expertise to...",Data Scientist,,110000.0
3388,Sigmaways,"Palo Alto, CA","Unsupervised feature learning, streaming data analysis, temporal data analytics, multi-modal and heterogeneous data analysis....",Sr. Data Scientist,,110000.0
3389,Coupang,"Mountain View, CA",The experimentation platform team at Coupang is looking for a Principal Data Scientist with a solid background in experimentation methodologies....,Sr. Principal Data Scientist (Experimentation Platform),,110000.0
3390,Scribd,"San Francisco, CA 94107 (South Of Market area)","About the Data Team. 3-5+ years of professional experience in data science. Become a domain expert in all aspects of the Scribd business, product, and data...",Data Scientist,,110000.0
3391,sartorius,California,Sartorius - Principal Engineer/Principal Data Scientist (West Coast). We currently have an outstanding opportunity for a Principal Data Scientist....,Principal Data Scientist,,110000.0
3392,Lattice Engines,"San Mateo, CA 94404","As a member of the data science team, the data scientist will work on groundbreaking R&D projects to leverage massive structured, unstructured, transactional...",Senior Data Scientist,,110000.0
3393,Fitbit,"San Francisco, CA 94105 (Financial District area)","Mastery of programming and scientific computation (Python, R), data visualization (d3, shiny) and presenting data in a relatable way....",Senior/Principal Data Scientist,,110000.0
3394,Upwork,"San Francisco, CA",Senior Data Scientist. Upwork is hiring a Senior Data Scientist/Machine Learning Scientist to join our team!...,Senior Data Scientist (Machine Learning),,110000.0
3395,ZestFinance,"Los Angeles, CA","Knowledge of data structures and parallelization. Experience with large scale data storage and analysis (e.g., Spark, MapReduce) is a plus....",Sr. Assoc Machine Learning Modeler / Data Scientist,,110000.0
3396,eero,"San Francisco, CA","Data powers the future of eero. As a Data Scientist at eero, you will participate in product development by bringing analytical and statistical expertise to...",Data Scientist,,110000.0
3397,Sigmaways,"Palo Alto, CA","Unsupervised feature learning, streaming data analysis, temporal data analytics, multi-modal and heterogeneous data analysis....",Sr. Data Scientist,,110000.0
3398,Coupang,"Mountain View, CA",The experimentation platform team at Coupang is looking for a Principal Data Scientist with a solid background in experimentation methodologies....,Sr. Principal Data Scientist (Experimentation Platform),,110000.0
3399,Scribd,"San Francisco, CA 94107 (South Of Market area)","About the Data Team. 3-5+ years of professional experience in data science. Become a domain expert in all aspects of the Scribd business, product, and data...",Data Scientist,,110000.0
3400,sartorius,California,Sartorius - Principal Engineer/Principal Data Scientist (West Coast). We currently have an outstanding opportunity for a Principal Data Scientist....,Principal Data Scientist,,110000.0
3401,Lattice Engines,"San Mateo, CA 94404","As a member of the data science team, the data scientist will work on groundbreaking R&D projects to leverage massive structured, unstructured, transactional...",Senior Data Scientist,,110000.0
3402,Fitbit,"San Francisco, CA 94105 (Financial District area)","Mastery of programming and scientific computation (Python, R), data visualization (d3, shiny) and presenting data in a relatable way....",Senior/Principal Data Scientist,,110000.0
3403,Upwork,"San Francisco, CA",Senior Data Scientist. Upwork is hiring a Senior Data Scientist/Machine Learning Scientist to join our team!...,Senior Data Scientist (Machine Learning),,110000.0
3404,ZestFinance,"Los Angeles, CA","Knowledge of data structures and parallelization. Experience with large scale data storage and analysis (e.g., Spark, MapReduce) is a plus....",Sr. Assoc Machine Learning Modeler / Data Scientist,,110000.0
3405,eero,"San Francisco, CA","Data powers the future of eero. As a Data Scientist at eero, you will participate in product development by bringing analytical and statistical expertise to...",Data Scientist,,110000.0
3406,Sigmaways,"Palo Alto, CA","Unsupervised feature learning, streaming data analysis, temporal data analytics, multi-modal and heterogeneous data analysis....",Sr. Data Scientist,,110000.0
3407,Coupang,"Mountain View, CA",The experimentation platform team at Coupang is looking for a Principal Data Scientist with a solid background in experimentation methodologies....,Sr. Principal Data Scientist (Experimentation Platform),,110000.0
3408,Scribd,"San Francisco, CA 94107 (South Of Market area)","About the Data Team. 3-5+ years of professional experience in data science. Become a domain expert in all aspects of the Scribd business, product, and data...",Data Scientist,,110000.0
3409,sartorius,California,Sartorius - Principal Engineer/Principal Data Scientist (West Coast). We currently have an outstanding opportunity for a Principal Data Scientist....,Principal Data Scientist,,110000.0
3410,Lattice Engines,"San Mateo, CA 94404","As a member of the data science team, the data scientist will work on groundbreaking R&D projects to leverage massive structured, unstructured, transactional...",Senior Data Scientist,,110000.0
3411,Fitbit,"San Francisco, CA 94105 (Financial District area)","Mastery of programming and scientific computation (Python, R), data visualization (d3, shiny) and presenting data in a relatable way....",Senior/Principal Data Scientist,,110000.0
3412,Upwork,"San Francisco, CA",Senior Data Scientist. Upwork is hiring a Senior Data Scientist/Machine Learning Scientist to join our team!...,Senior Data Scientist (Machine Learning),,110000.0
3413,ZestFinance,"Los Angeles, CA","Knowledge of data structures and parallelization. Experience with large scale data storage and analysis (e.g., Spark, MapReduce) is a plus....",Sr. Assoc Machine Learning Modeler / Data Scientist,,110000.0
3414,eero,"San Francisco, CA","Data powers the future of eero. As a Data Scientist at eero, you will participate in product development by bringing analytical and statistical expertise to...",Data Scientist,,110000.0
3415,Sigmaways,"Palo Alto, CA","Unsupervised feature learning, streaming data analysis, temporal data analytics, multi-modal and heterogeneous data analysis....",Sr. Data Scientist,,110000.0
3416,Coupang,"Mountain View, CA",The experimentation platform team at Coupang is looking for a Principal Data Scientist with a solid background in experimentation methodologies....,Sr. Principal Data Scientist (Experimentation Platform),,110000.0
3417,Scribd,"San Francisco, CA 94107 (South Of Market area)","About the Data Team. 3-5+ years of professional experience in data science. Become a domain expert in all aspects of the Scribd business, product, and data...",Data Scientist,,110000.0
3418,sartorius,California,Sartorius - Principal Engineer/Principal Data Scientist (West Coast). We currently have an outstanding opportunity for a Principal Data Scientist....,Principal Data Scientist,,110000.0
3419,Lattice Engines,"San Mateo, CA 94404","As a member of the data science team, the data scientist will work on groundbreaking R&D projects to leverage massive structured, unstructured, transactional...",Senior Data Scientist,,110000.0
3420,Fitbit,"San Francisco, CA 94105 (Financial District area)","Mastery of programming and scientific computation (Python, R), data visualization (d3, shiny) and presenting data in a relatable way....",Senior/Principal Data Scientist,,110000.0
3421,Upwork,"San Francisco, CA",Senior Data Scientist. Upwork is hiring a Senior Data Scientist/Machine Learning Scientist to join our team!...,Senior Data Scientist (Machine Learning),,110000.0
3422,ZestFinance,"Los Angeles, CA","Knowledge of data structures and parallelization. Experience with large scale data storage and analysis (e.g., Spark, MapReduce) is a plus....",Sr. Assoc Machine Learning Modeler / Data Scientist,,110000.0
3423,eero,"San Francisco, CA","Data powers the future of eero. As a Data Scientist at eero, you will participate in product development by bringing analytical and statistical expertise to...",Data Scientist,,110000.0
3424,Sigmaways,"Palo Alto, CA","Unsupervised feature learning, streaming data analysis, temporal data analytics, multi-modal and heterogeneous data analysis....",Sr. Data Scientist,,110000.0
3425,Coupang,"Mountain View, CA",The experimentation platform team at Coupang is looking for a Principal Data Scientist with a solid background in experimentation methodologies....,Sr. Principal Data Scientist (Experimentation Platform),,110000.0
3426,Scribd,"San Francisco, CA 94107 (South Of Market area)","About the Data Team. 3-5+ years of professional experience in data science. Become a domain expert in all aspects of the Scribd business, product, and data... read more",Data Scientist,,110000.0
3427,sartorius,California,Sartorius - Principal Engineer/Principal Data Scientist (West Coast). We currently have an outstanding opportunity for a Principal Data Scientist.... read more,Principal Data Scientist,,110000.0
3428,Lattice Engines,"San Mateo, CA 94404","As a member of the data science team, the data scientist will work on groundbreaking R&D projects to leverage massive structured, unstructured, transactional... read more",Senior Data Scientist,,110000.0
3429,Fitbit,"San Francisco, CA 94105 (Financial District area)","Mastery of programming and scientific computation (Python, R), data visualization (d3, shiny) and presenting data in a relatable way.... read more",Senior/Principal Data Scientist,,110000.0
3430,Upwork,"San Francisco, CA",Senior Data Scientist. Upwork is hiring a Senior Data Scientist/Machine Learning Scientist to join our team!... read more,Senior Data Scientist (Machine Learning),,110000.0
3431,ZestFinance,"Los Angeles, CA","Knowledge of data structures and parallelization. Experience with large scale data storage and analysis (e.g., Spark, MapReduce) is a plus.... read more",Sr. Assoc Machine Learning Modeler / Data Scientist,,110000.0
3432,eero,"San Francisco, CA","Data powers the future of eero. As a Data Scientist at eero, you will participate in product development by bringing analytical and statistical expertise to... read more",Data Scientist,,110000.0
3433,Sigmaways,"Palo Alto, CA","Unsupervised feature learning, streaming data analysis, temporal data analytics, multi-modal and heterogeneous data analysis.... read more",Sr. Data Scientist,,110000.0
3434,Coupang,"Mountain View, CA",The experimentation platform team at Coupang is looking for a Principal Data Scientist with a solid background in experimentation methodologies.... read more,Sr. Principal Data Scientist (Experimentation Platform),,110000.0
3435,Scribd,"San Francisco, CA 94107 (South Of Market area)","About the Data Team. 3-5+ years of professional experience in data science. Become a domain expert in all aspects of the Scribd business, product, and data...",Data Scientist,,110000.0
3436,sartorius,California,Sartorius - Principal Engineer/Principal Data Scientist (West Coast). We currently have an outstanding opportunity for a Principal Data Scientist....,Principal Data Scientist,,110000.0
3437,Lattice Engines,"San Mateo, CA 94404","As a member of the data science team, the data scientist will work on groundbreaking R&D projects to leverage massive structured, unstructured, transactional...",Senior Data Scientist,,110000.0
3438,Fitbit,"San Francisco, CA 94105 (Financial District area)","Mastery of programming and scientific computation (Python, R), data visualization (d3, shiny) and presenting data in a relatable way....",Senior/Principal Data Scientist,,110000.0
3439,Upwork,"San Francisco, CA",Senior Data Scientist. Upwork is hiring a Senior Data Scientist/Machine Learning Scientist to join our team!...,Senior Data Scientist (Machine Learning),,110000.0
3440,ZestFinance,"Los Angeles, CA","Knowledge of data structures and parallelization. Experience with large scale data storage and analysis (e.g., Spark, MapReduce) is a plus....",Sr. Assoc Machine Learning Modeler / Data Scientist,,110000.0
3441,eero,"San Francisco, CA","Data powers the future of eero. As a Data Scientist at eero, you will participate in product development by bringing analytical and statistical expertise to...",Data Scientist,,110000.0
3442,Sigmaways,"Palo Alto, CA","Unsupervised feature learning, streaming data analysis, temporal data analytics, multi-modal and heterogeneous data analysis....",Sr. Data Scientist,,110000.0
3443,Coupang,"Mountain View, CA",The experimentation platform team at Coupang is looking for a Principal Data Scientist with a solid background in experimentation methodologies....,Sr. Principal Data Scientist (Experimentation Platform),,110000.0
3444,Scribd,"San Francisco, CA 94107 (South Of Market area)","About the Data Team. 3-5+ years of professional experience in data science. Become a domain expert in all aspects of the Scribd business, product, and data...",Data Scientist,,110000.0
3445,sartorius,California,Sartorius - Principal Engineer/Principal Data Scientist (West Coast). We currently have an outstanding opportunity for a Principal Data Scientist....,Principal Data Scientist,,110000.0
3446,Lattice Engines,"San Mateo, CA 94404","As a member of the data science team, the data scientist will work on groundbreaking R&D projects to leverage massive structured, unstructured, transactional...",Senior Data Scientist,,110000.0
3447,Fitbit,"San Francisco, CA 94105 (Financial District area)","Mastery of programming and scientific computation (Python, R), data visualization (d3, shiny) and presenting data in a relatable way....",Senior/Principal Data Scientist,,110000.0
3448,Upwork,"San Francisco, CA",Senior Data Scientist. Upwork is hiring a Senior Data Scientist/Machine Learning Scientist to join our team!...,Senior Data Scientist (Machine Learning),,110000.0
3449,ZestFinance,"Los Angeles, CA","Knowledge of data structures and parallelization. Experience with large scale data storage and analysis (e.g., Spark, MapReduce) is a plus....",Sr. Assoc Machine Learning Modeler / Data Scientist,,110000.0
3450,eero,"San Francisco, CA","Data powers the future of eero. As a Data Scientist at eero, you will participate in product development by bringing analytical and statistical expertise to...",Data Scientist,,110000.0
3451,Sigmaways,"Palo Alto, CA","Unsupervised feature learning, streaming data analysis, temporal data analytics, multi-modal and heterogeneous data analysis....",Sr. Data Scientist,,110000.0
3452,Coupang,"Mountain View, CA",The experimentation platform team at Coupang is looking for a Principal Data Scientist with a solid background in experimentation methodologies....,Sr. Principal Data Scientist (Experimentation Platform),,110000.0
3453,Scribd,"San Francisco, CA 94107 (South Of Market area)","About the Data Team. 3-5+ years of professional experience in data science. Become a domain expert in all aspects of the Scribd business, product, and data...",Data Scientist,,110000.0
3454,sartorius,California,Sartorius - Principal Engineer/Principal Data Scientist (West Coast). We currently have an outstanding opportunity for a Principal Data Scientist....,Principal Data Scientist,,110000.0
3455,Lattice Engines,"San Mateo, CA 94404","As a member of the data science team, the data scientist will work on groundbreaking R&D projects to leverage massive structured, unstructured, transactional...",Senior Data Scientist,,110000.0
3456,Fitbit,"San Francisco, CA 94105 (Financial District area)","Mastery of programming and scientific computation (Python, R), data visualization (d3, shiny) and presenting data in a relatable way....",Senior/Principal Data Scientist,,110000.0
3457,Upwork,"San Francisco, CA",Senior Data Scientist. Upwork is hiring a Senior Data Scientist/Machine Learning Scientist to join our team!...,Senior Data Scientist (Machine Learning),,110000.0
3458,ZestFinance,"Los Angeles, CA","Knowledge of data structures and parallelization. Experience with large scale data storage and analysis (e.g., Spark, MapReduce) is a plus....",Sr. Assoc Machine Learning Modeler / Data Scientist,,110000.0
3459,eero,"San Francisco, CA","Data powers the future of eero. As a Data Scientist at eero, you will participate in product development by bringing analytical and statistical expertise to...",Data Scientist,,110000.0
3460,Sigmaways,"Palo Alto, CA","Unsupervised feature learning, streaming data analysis, temporal data analytics, multi-modal and heterogeneous data analysis....",Sr. Data Scientist,,110000.0
3461,Coupang,"Mountain View, CA",The experimentation platform team at Coupang is looking for a Principal Data Scientist with a solid background in experimentation methodologies....,Sr. Principal Data Scientist (Experimentation Platform),,110000.0
3462,Scribd,"San Francisco, CA 94107 (South Of Market area)","About the Data Team. 3-5+ years of professional experience in data science. Become a domain expert in all aspects of the Scribd business, product, and data...",Data Scientist,,110000.0
3463,sartorius,California,Sartorius - Principal Engineer/Principal Data Scientist (West Coast). We currently have an outstanding opportunity for a Principal Data Scientist....,Principal Data Scientist,,110000.0
3464,Lattice Engines,"San Mateo, CA 94404","As a member of the data science team, the data scientist will work on groundbreaking R&D projects to leverage massive structured, unstructured, transactional...",Senior Data Scientist,,110000.0
3465,Fitbit,"San Francisco, CA 94105 (Financial District area)","Mastery of programming and scientific computation (Python, R), data visualization (d3, shiny) and presenting data in a relatable way....",Senior/Principal Data Scientist,,110000.0
3466,Upwork,"San Francisco, CA",Senior Data Scientist. Upwork is hiring a Senior Data Scientist/Machine Learning Scientist to join our team!...,Senior Data Scientist (Machine Learning),,110000.0
3467,ZestFinance,"Los Angeles, CA","Knowledge of data structures and parallelization. Experience with large scale data storage and analysis (e.g., Spark, MapReduce) is a plus....",Sr. Assoc Machine Learning Modeler / Data Scientist,,110000.0
3468,eero,"San Francisco, CA","Data powers the future of eero. As a Data Scientist at eero, you will participate in product development by bringing analytical and statistical expertise to...",Data Scientist,,110000.0
3469,Sigmaways,"Palo Alto, CA","Unsupervised feature learning, streaming data analysis, temporal data analytics, multi-modal and heterogeneous data analysis....",Sr. Data Scientist,,110000.0
3470,Coupang,"Mountain View, CA",The experimentation platform team at Coupang is looking for a Principal Data Scientist with a solid background in experimentation methodologies....,Sr. Principal Data Scientist (Experimentation Platform),,110000.0
3471,Scribd,"San Francisco, CA 94107 (South Of Market area)","About the Data Team. 3-5+ years of professional experience in data science. Become a domain expert in all aspects of the Scribd business, product, and data... read more",Data Scientist,,110000.0
3472,sartorius,California,Sartorius - Principal Engineer/Principal Data Scientist (West Coast). We currently have an outstanding opportunity for a Principal Data Scientist.... read more,Principal Data Scientist,,110000.0
3473,Lattice Engines,"San Mateo, CA 94404","As a member of the data science team, the data scientist will work on groundbreaking R&D projects to leverage massive structured, unstructured, transactional... read more",Senior Data Scientist,,110000.0
3474,Fitbit,"San Francisco, CA 94105 (Financial District area)","Mastery of programming and scientific computation (Python, R), data visualization (d3, shiny) and presenting data in a relatable way.... read more",Senior/Principal Data Scientist,,110000.0
3475,Upwork,"San Francisco, CA",Senior Data Scientist. Upwork is hiring a Senior Data Scientist/Machine Learning Scientist to join our team!... read more,Senior Data Scientist (Machine Learning),,110000.0
3476,ZestFinance,"Los Angeles, CA","Knowledge of data structures and parallelization. Experience with large scale data storage and analysis (e.g., Spark, MapReduce) is a plus.... read more",Sr. Assoc Machine Learning Modeler / Data Scientist,,110000.0
3477,eero,"San Francisco, CA","Data powers the future of eero. As a Data Scientist at eero, you will participate in product development by bringing analytical and statistical expertise to... read more",Data Scientist,,110000.0
3478,Sigmaways,"Palo Alto, CA","Unsupervised feature learning, streaming data analysis, temporal data analytics, multi-modal and heterogeneous data analysis.... read more",Sr. Data Scientist,,110000.0
3479,Coupang,"Mountain View, CA",The experimentation platform team at Coupang is looking for a Principal Data Scientist with a solid background in experimentation methodologies.... read more,Sr. Principal Data Scientist (Experimentation Platform),,110000.0
3480,Scribd,"San Francisco, CA 94107 (South Of Market area)","About the Data Team. 3-5+ years of professional experience in data science. Become a domain expert in all aspects of the Scribd business, product, and data...",Data Scientist,,110000.0
3481,sartorius,California,Sartorius - Principal Engineer/Principal Data Scientist (West Coast). We currently have an outstanding opportunity for a Principal Data Scientist....,Principal Data Scientist,,110000.0
3482,Lattice Engines,"San Mateo, CA 94404","As a member of the data science team, the data scientist will work on groundbreaking R&D projects to leverage massive structured, unstructured, transactional...",Senior Data Scientist,,110000.0
3483,Fitbit,"San Francisco, CA 94105 (Financial District area)","Mastery of programming and scientific computation (Python, R), data visualization (d3, shiny) and presenting data in a relatable way....",Senior/Principal Data Scientist,,110000.0
3484,Upwork,"San Francisco, CA",Senior Data Scientist. Upwork is hiring a Senior Data Scientist/Machine Learning Scientist to join our team!...,Senior Data Scientist (Machine Learning),,110000.0
3485,ZestFinance,"Los Angeles, CA","Knowledge of data structures and parallelization. Experience with large scale data storage and analysis (e.g., Spark, MapReduce) is a plus....",Sr. Assoc Machine Learning Modeler / Data Scientist,,110000.0
3486,eero,"San Francisco, CA","Data powers the future of eero. As a Data Scientist at eero, you will participate in product development by bringing analytical and statistical expertise to...",Data Scientist,,110000.0
3487,Sigmaways,"Palo Alto, CA","Unsupervised feature learning, streaming data analysis, temporal data analytics, multi-modal and heterogeneous data analysis....",Sr. Data Scientist,,110000.0
3488,Coupang,"Mountain View, CA",The experimentation platform team at Coupang is looking for a Principal Data Scientist with a solid background in experimentation methodologies....,Sr. Principal Data Scientist (Experimentation Platform),,110000.0
3489,Scribd,"San Francisco, CA 94107 (South Of Market area)","About the Data Team. 3-5+ years of professional experience in data science. Become a domain expert in all aspects of the Scribd business, product, and data...",Data Scientist,,110000.0
3490,sartorius,California,Sartorius - Principal Engineer/Principal Data Scientist (West Coast). We currently have an outstanding opportunity for a Principal Data Scientist....,Principal Data Scientist,,110000.0
3491,Lattice Engines,"San Mateo, CA 94404","As a member of the data science team, the data scientist will work on groundbreaking R&D projects to leverage massive structured, unstructured, transactional...",Senior Data Scientist,,110000.0
3492,Fitbit,"San Francisco, CA 94105 (Financial District area)","Mastery of programming and scientific computation (Python, R), data visualization (d3, shiny) and presenting data in a relatable way....",Senior/Principal Data Scientist,,110000.0
3493,Upwork,"San Francisco, CA",Senior Data Scientist. Upwork is hiring a Senior Data Scientist/Machine Learning Scientist to join our team!...,Senior Data Scientist (Machine Learning),,110000.0
3494,ZestFinance,"Los Angeles, CA","Knowledge of data structures and parallelization. Experience with large scale data storage and analysis (e.g., Spark, MapReduce) is a plus....",Sr. Assoc Machine Learning Modeler / Data Scientist,,110000.0
3495,eero,"San Francisco, CA","Data powers the future of eero. As a Data Scientist at eero, you will participate in product development by bringing analytical and statistical expertise to...",Data Scientist,,110000.0
3496,Sigmaways,"Palo Alto, CA","Unsupervised feature learning, streaming data analysis, temporal data analytics, multi-modal and heterogeneous data analysis....",Sr. Data Scientist,,110000.0
3497,Coupang,"Mountain View, CA",The experimentation platform team at Coupang is looking for a Principal Data Scientist with a solid background in experimentation methodologies....,Sr. Principal Data Scientist (Experimentation Platform),,110000.0
3498,Scribd,"San Francisco, CA 94107 (South Of Market area)","About the Data Team. 3-5+ years of professional experience in data science. Become a domain expert in all aspects of the Scribd business, product, and data...",Data Scientist,,110000.0
3499,sartorius,California,Sartorius - Principal Engineer/Principal Data Scientist (West Coast). We currently have an outstanding opportunity for a Principal Data Scientist....,Principal Data Scientist,,110000.0
